job_name,target,predicate,iptm,ptm,ranking_score,created_utc
of3_holo_MAPK12_3419bad0,MAPK12,af3_holo_iptm,0.371,0.216,,2026-07-29
of3_holo_MAPK14_84b9f775,MAPK14,af3_holo_iptm,0.371,0.201,,2026-07-29
of3_holo_MAPK14_b76febe8,MAPK14,af3_holo_iptm,0.371,0.238,,2026-07-29
of3_holo_MAPK12_4b1534ce,MAPK12,af3_holo_iptm,0.371,0.205,,2026-07-29
of3_holo_MAPK12_ea78f113,MAPK12,af3_holo_iptm,0.371,0.204,,2026-07-29
of3_holo_HDAC2_1c21a31e,HDAC2,af3_holo_iptm,0.371,0.249,,2026-07-29
of3_holo_MAPK12_3f765cfc,MAPK12,af3_holo_iptm,0.371,0.351,,2026-07-29
of3_holo_MAPK11_fd00a73a,MAPK11,af3_holo_iptm,0.371,0.216,,2026-07-29
of3_holo_MAPKAPK2_5d96d08e,MAPKAPK2,af3_holo_iptm,0.370,0.209,,2026-07-29
of3_holo_MAPK11_b6f58d67,MAPK11,af3_holo_iptm,0.370,0.218,,2026-07-29
of3_holo_MAPK12_39a04201,MAPK12,af3_holo_iptm,0.370,0.212,,2026-07-29
of3_holo_MAPK11_c3fd88a8,MAPK11,af3_holo_iptm,0.370,0.346,,2026-07-29
of3_holo_MAPK14_1807f903,MAPK14,af3_holo_iptm,0.370,0.215,,2026-07-29
musk_x_pfn2,"",af3_iptm,0.370,0.410,0.440,2026-07-17
77_dok7_x_dok7,"",af3_iptm,0.370,0.430,0.660,2026-06-19
negktrl_ldha_x_musk_fz,"",af3_iptm,0.370,0.740,0.460,2026-08-06
binder7045_lrp4_x_lrp4_beta1_prop_435_697,"",af3_iptm,0.370,0.740,0.450,2026-07-21
hnrnpa2b1_x_u2af1,"",af3_iptm,0.370,0.380,0.560,2026-05-22
fh_full_x_hif1a_nterm,"",af3_iptm,0.370,0.770,0.510,2026-05-16
ssh1_phos_x_limk2_kin,"",af3_iptm,0.370,0.590,0.450,2026-05-14
pkm2_ywhaz_atp,"",af3_iptm,0.370,0.650,0.450,2026-08-03
fh_full_x_hif1a_nterm,"",af3_iptm,0.370,0.770,0.510,2026-05-17
33_smn1_x_usp9x_1_500,"",af3_iptm,0.370,0.560,0.580,2026-06-14
igf1r_31_468_x_smn1_260_294,"",af3_iptm,0.370,0.720,0.480,2026-07-15
49_keap1_x_ptma,"",af3_iptm,0.370,0.700,0.550,2026-06-14
fh_full_x_hif1a_nterm,"",af3_iptm,0.370,0.770,0.510,2026-05-16
keap1_x_ws1bnone_1221,"",af3_iptm,0.370,0.840,0.460,2026-07-03
mcu_x_micu1,"",af3_iptm,0.370,0.510,0.530,2026-08-06
77_dok7_x_dok7,"",af3_iptm,0.370,0.430,0.660,2026-06-21
49_keap1_x_ptma,"",af3_iptm,0.370,0.700,0.550,2026-06-12
15_dlat_x_pdha1,"",af3_iptm,0.370,0.440,0.500,2026-06-21
nrg1_egf_x_erbb3_kin,"",af3_iptm,0.370,0.750,0.520,2026-05-14
of3_holo_MAPK11_cee9d733,MAPK11,af3_holo_iptm,0.370,0.393,,2026-07-29
of3_holo_MAPK14_1c297012,MAPK14,af3_holo_iptm,0.370,0.206,,2026-07-29
of3_holo_MAPK11_533b8df7,MAPK11,af3_holo_iptm,0.370,0.221,,2026-07-29
of3_holo_MAPK14_75b54c5a,MAPK14,af3_holo_iptm,0.370,0.242,,2026-07-29
of3_holo_MAPK14_d62e2141,MAPK14,af3_holo_iptm,0.370,0.240,,2026-07-29
of3_holo_MAPK11_8535f238,MAPK11,af3_holo_iptm,0.370,0.229,,2026-07-29
of3_holo_MAPK14_dbf00837,MAPK14,af3_holo_iptm,0.370,0.201,,2026-07-29
of3_holo_KEAP1_85cfdcd4,KEAP1,af3_holo_iptm,0.370,0.346,,2026-08-11
of3_holo_MAPK11_1ee0fab3,MAPK11,af3_holo_iptm,0.369,0.234,,2026-07-29
of3_holo_KEAP1_f50eec32,KEAP1,af3_holo_iptm,0.369,0.314,,2026-08-14
of3_holo_KEAP1_5e7e0878,KEAP1,af3_holo_iptm,0.369,0.365,,2026-08-14
of3_holo_MAPK11_5dfe41a4,MAPK11,af3_holo_iptm,0.369,0.203,,2026-07-29
of3_holo_MAPK11_fa8581ec,MAPK11,af3_holo_iptm,0.369,0.217,,2026-07-29
of3_holo_MAPK14_2e151d60,MAPK14,af3_holo_iptm,0.369,0.202,,2026-07-29
of3_holo_MAPK12_fcce0af2,MAPK12,af3_holo_iptm,0.368,0.197,,2026-07-29
of3_holo_MAPK14_418ed816,MAPK14,af3_holo_iptm,0.368,0.197,,2026-07-29
of3_holo_KEAP1_8e9fca96,KEAP1,af3_holo_iptm,0.368,0.364,,2026-08-14
of3_holo_MAPK14_1ae0dd28,MAPK14,af3_holo_iptm,0.368,0.237,,2026-07-29
of3_holo_MAPK11_328c06fc,MAPK11,af3_holo_iptm,0.368,0.260,,2026-07-29
of3_holo_MAPK14_7c16e7cd,MAPK14,af3_holo_iptm,0.368,0.206,,2026-07-29
of3_holo_MAPK14_e3b8cdd2,MAPK14,af3_holo_iptm,0.368,0.204,,2026-07-29
of3_holo_MAPK14_df2fcdad,MAPK14,af3_holo_iptm,0.368,0.199,,2026-07-29
of3_holo_PGK1_d4de586f,PGK1,af3_holo_iptm,0.368,0.388,,2026-07-31
of3_holo_MAPK12_bcf27b2c,MAPK12,af3_holo_iptm,0.368,0.213,,2026-07-29
of3_holo_MAPK14_b4401708,MAPK14,af3_holo_iptm,0.368,0.199,,2026-07-29
of3_holo_MAPK14_0ddfdcfe,MAPK14,af3_holo_iptm,0.368,0.209,,2026-07-29
of3_holo_MAPK12_f89486d9,MAPK12,af3_holo_iptm,0.367,0.224,,2026-07-29
of3_holo_MAPK14_91c323ee,MAPK14,af3_holo_iptm,0.367,0.202,,2026-07-29
of3_holo_MAPK11_eedbbb13,MAPK11,af3_holo_iptm,0.367,0.350,,2026-07-29
of3_holo_MAPK14_82f8a0f8,MAPK14,af3_holo_iptm,0.367,0.201,,2026-07-29
of3_holo_KEAP1_bd3561f8,KEAP1,af3_holo_iptm,0.367,0.340,,2026-08-14
of3_holo_MAPK11_b0944feb,MAPK11,af3_holo_iptm,0.367,0.226,,2026-07-29
of3_holo_MAPK14_8661e0ce,MAPK14,af3_holo_iptm,0.367,0.200,,2026-07-29
of3_holo_MAPK11_e10ed741,MAPK11,af3_holo_iptm,0.366,0.329,,2026-07-29
of3_holo_MAPK11_a75ea32f,MAPK11,af3_holo_iptm,0.366,0.249,,2026-07-29
of3_holo_KEAP1_a8556ced,KEAP1,af3_holo_iptm,0.366,0.375,,2026-08-14
of3_holo_MAPK11_c51483ca,MAPK11,af3_holo_iptm,0.366,0.264,,2026-07-29
of3_holo_PGK1_030597d2,PGK1,af3_holo_iptm,0.366,0.354,,2026-07-31
of3_holo_MAPK14_946e5b60,MAPK14,af3_holo_iptm,0.366,0.195,,2026-07-29
of3_holo_MAPK14_9c0eaf86,MAPK14,af3_holo_iptm,0.366,0.198,,2026-07-29
of3_holo_MAPK11_89a42d40,MAPK11,af3_holo_iptm,0.366,0.336,,2026-07-29
of3_holo_MAPK12_fc273101,MAPK12,af3_holo_iptm,0.365,0.212,,2026-07-29
of3_holo_MAPK14_f4d8b70c,MAPK14,af3_holo_iptm,0.365,0.204,,2026-07-29
of3_holo_KEAP1_1f9b946f,KEAP1,af3_holo_iptm,0.365,0.341,,2026-08-14
of3_holo_KEAP1_eb9e3039,KEAP1,af3_holo_iptm,0.365,0.348,,2026-08-11
of3_holo_MAPK11_f86fd2dd,MAPK11,af3_holo_iptm,0.365,0.253,,2026-07-29
of3_holo_HDAC2_246d4700,HDAC2,af3_holo_iptm,0.365,0.238,,2026-07-29
of3_holo_MAPK14_641ade45,MAPK14,af3_holo_iptm,0.365,0.195,,2026-07-29
of3_holo_MAPK11_f70b9c4a,MAPK11,af3_holo_iptm,0.365,0.305,,2026-07-29
of3_holo_MAPK12_3338458f,MAPK12,af3_holo_iptm,0.365,0.242,,2026-07-29
of3_holo_MAPK14_1c4cd456,MAPK14,af3_holo_iptm,0.365,0.206,,2026-07-29
of3_holo_MAPK11_0c5b205e,MAPK11,af3_holo_iptm,0.365,0.216,,2026-07-29
of3_holo_MAPK14_d3789354,MAPK14,af3_holo_iptm,0.365,0.236,,2026-07-29
of3_holo_MAPK11_1610b717,MAPK11,af3_holo_iptm,0.364,0.241,,2026-07-29
of3_holo_HDAC2_3617e506,HDAC2,af3_holo_iptm,0.364,0.248,,2026-07-29
of3_holo_KEAP1_1a22dc07,KEAP1,af3_holo_iptm,0.364,0.363,,2026-08-14
of3_holo_MAPK11_8c165303,MAPK11,af3_holo_iptm,0.364,0.225,,2026-07-29
of3_holo_MAPK12_f2a20686,MAPK12,af3_holo_iptm,0.364,0.212,,2026-07-29
of3_holo_MAPK12_c0b1c85f,MAPK12,af3_holo_iptm,0.364,0.215,,2026-07-29
of3_holo_MAPK11_45a9a0aa,MAPK11,af3_holo_iptm,0.364,0.221,,2026-07-29
of3_holo_MAPK14_25146d03,MAPK14,af3_holo_iptm,0.364,0.204,,2026-07-29
of3_holo_KEAP1_78eac1b5,KEAP1,af3_holo_iptm,0.364,0.455,,2026-07-29
of3_holo_MAPK14_271a8aaa,MAPK14,af3_holo_iptm,0.364,0.197,,2026-07-29
of3_holo_MAPK11_c3ad5a44,MAPK11,af3_holo_iptm,0.364,0.222,,2026-07-29
of3_holo_MAPK14_41c862a1,MAPK14,af3_holo_iptm,0.364,0.210,,2026-07-29
of3_holo_MAPK11_f3c5af88,MAPK11,af3_holo_iptm,0.363,0.281,,2026-07-29
of3_holo_MAPK11_7b5bb1e4,MAPK11,af3_holo_iptm,0.363,0.275,,2026-07-29
of3_holo_PGK1_c7e1c8f8,PGK1,af3_holo_iptm,0.363,0.334,,2026-07-29
of3_holo_MAPK14_e7e363f6,MAPK14,af3_holo_iptm,0.363,0.199,,2026-08-02
of3_holo_MAPK11_841f5b64,MAPK11,af3_holo_iptm,0.363,0.201,,2026-07-29
of3_holo_HDAC2_78543dc8,HDAC2,af3_holo_iptm,0.363,0.237,,2026-07-29
of3_holo_MAPK14_af66f0a2,MAPK14,af3_holo_iptm,0.363,0.205,,2026-07-29
of3_holo_MAPK11_8556bff2,MAPK11,af3_holo_iptm,0.363,0.204,,2026-07-29
of3_holo_MAPK11_1ae96c03,MAPK11,af3_holo_iptm,0.363,0.218,,2026-07-29
of3_holo_MAPK11_5af0e78d,MAPK11,af3_holo_iptm,0.363,0.207,,2026-07-29
of3_holo_HDAC2_84533215,HDAC2,af3_holo_iptm,0.363,0.254,,2026-07-29
of3_holo_HDAC2_71338dc2,HDAC2,af3_holo_iptm,0.363,0.240,,2026-07-29
of3_holo_MAPKAPK2_cbff7531,MAPKAPK2,af3_holo_iptm,0.363,0.212,,2026-07-29
of3_holo_MAPK11_e4089dd7,MAPK11,af3_holo_iptm,0.363,0.201,,2026-07-29
of3_holo_MAPK12_f13da10c,MAPK12,af3_holo_iptm,0.363,0.222,,2026-07-29
of3_holo_MAPK11_c30a512e,MAPK11,af3_holo_iptm,0.363,0.210,,2026-07-29
of3_holo_MAPK14_1cd15e85,MAPK14,af3_holo_iptm,0.362,0.210,,2026-07-29
of3_holo_MAPK12_b1307edb,MAPK12,af3_holo_iptm,0.362,0.218,,2026-07-29
of3_holo_MAPK11_edc94e67,MAPK11,af3_holo_iptm,0.362,0.330,,2026-07-29
of3_holo_MAPK11_06cc0735,MAPK11,af3_holo_iptm,0.362,0.368,,2026-07-29
of3_holo_MAPK11_6dd3c799,MAPK11,af3_holo_iptm,0.362,0.219,,2026-07-29
of3_holo_MAPK12_7eb5d4d3,MAPK12,af3_holo_iptm,0.362,0.218,,2026-07-29
of3_holo_MAPK12_b4c9823a,MAPK12,af3_holo_iptm,0.362,0.371,,2026-07-29
of3_holo_MAPK11_0c309b1e,MAPK11,af3_holo_iptm,0.362,0.213,,2026-07-29
of3_holo_MAPK11_47cb6c7a,MAPK11,af3_holo_iptm,0.362,0.208,,2026-07-29
of3_holo_MAPK11_88dd10f2,MAPK11,af3_holo_iptm,0.362,0.212,,2026-07-29
of3_holo_MAPK12_a7bc9d10,MAPK12,af3_holo_iptm,0.361,0.207,,2026-07-29
of3_holo_PGK1_2cbfc2a7,PGK1,af3_holo_iptm,0.361,0.335,,2026-07-30
of3_holo_MAPK12_c1f4f50f,MAPK12,af3_holo_iptm,0.361,0.205,,2026-07-29
of3_holo_PGK1_137893e2,PGK1,af3_holo_iptm,0.361,0.326,,2026-07-29
of3_holo_MAPK14_2fed32bd,MAPK14,af3_holo_iptm,0.361,0.200,,2026-07-29
of3_holo_MAPK14_02e851c2,MAPK14,af3_holo_iptm,0.361,0.247,,2026-07-29
of3_holo_MAPK11_32037237,MAPK11,af3_holo_iptm,0.361,0.197,,2026-07-29
of3_holo_PGK1_10a01eaa,PGK1,af3_holo_iptm,0.361,0.389,,2026-07-31
of3_holo_KEAP1_23c88137,KEAP1,af3_holo_iptm,0.360,0.330,,2026-08-14
of3_holo_MAPK11_77426115,MAPK11,af3_holo_iptm,0.360,0.211,,2026-07-29
of3_holo_MAPK11_7dccdf1c,MAPK11,af3_holo_iptm,0.360,0.232,,2026-07-29
of3_holo_KEAP1_9607d83d,KEAP1,af3_holo_iptm,0.360,0.317,,2026-08-14
of3_holo_MAPK14_a1f5469a,MAPK14,af3_holo_iptm,0.360,0.238,,2026-07-29
of3_holo_MAPK12_6bdad6ca,MAPK12,af3_holo_iptm,0.360,0.225,,2026-07-29
63_tmem126b_x_ndufaf1,"",af3_iptm,0.360,0.420,0.510,2026-06-21
nrg1_egf_x_limk1_bind,"",af3_iptm,0.360,0.430,0.490,2026-05-16
091_mapk8_x_map3k12,"",af3_iptm,0.360,0.390,0.600,2026-06-18
pak1_kd2_x_tp53_tad,"",af3_iptm,0.360,0.390,0.730,2026-05-16
mapk14_x_atf3,"",af3_iptm,0.360,0.670,0.590,2026-05-26
limk2_x_limk1,"",af3_iptm,0.360,0.370,0.460,2026-05-25
negktrl_stmn2_x_ldha,"",af3_iptm,0.360,0.670,0.600,2026-08-06
25_dnm1l_x_mief2,"",af3_iptm,0.360,0.410,0.470,2026-06-21
nrg1_egf_x_limk1_bind,"",af3_iptm,0.360,0.430,0.490,2026-05-17
tp53_323_356_x_limk1_165_280,"",af3_iptm,0.360,0.540,0.590,2026-07-07
nrg1_egf_x_limk1_bind,"",af3_iptm,0.360,0.430,0.480,2026-05-14
59_ddx20_x_snrpb,"",af3_iptm,0.360,0.390,0.620,2026-06-12
rictor_1126_1376_x_stmn1_none_none,"",af3_iptm,0.360,0.290,0.800,2026-07-26
binder176_musk_ig2_x_musk_ig2_117_210,"",af3_iptm,0.360,0.630,0.410,2026-07-25
agrn_1_130_x_pak1_74_149,"",af3_iptm,0.360,0.530,0.570,2026-06-29
63_tmem126b_x_ndufaf1,"",af3_iptm,0.360,0.420,0.510,2026-06-19
binder77_musk_fz_x_musk_fz_306_456,"",af3_iptm,0.360,0.600,0.410,2026-07-25
binder6114_lrp4_x_lrp4_beta1_prop_435_697,"",af3_iptm,0.360,0.820,0.460,2026-07-22
59_ddx20_x_snrpb,"",af3_iptm,0.360,0.390,0.620,2026-06-14
pak1_kd2_x_tp53_tad,"",af3_iptm,0.360,0.390,0.730,2026-05-14
of3_holo_PGK1_b87bbd2c,PGK1,af3_holo_iptm,0.360,0.386,,2026-07-29
of3_holo_MAPK14_46712b6f,MAPK14,af3_holo_iptm,0.360,0.202,,2026-07-29
of3_holo_KEAP1_6b9dc337,KEAP1,af3_holo_iptm,0.360,0.326,,2026-08-11
of3_holo_MAPK12_f7047f68,MAPK12,af3_holo_iptm,0.359,0.304,,2026-07-29
of3_holo_MAPK12_b95f3aa6,MAPK12,af3_holo_iptm,0.359,0.209,,2026-07-29
of3_holo_MAPK11_46c76f69,MAPK11,af3_holo_iptm,0.359,0.275,,2026-07-29
of3_holo_MAPK11_ab78c3c1,MAPK11,af3_holo_iptm,0.359,0.209,,2026-07-29
of3_holo_MAPK11_675e982f,MAPK11,af3_holo_iptm,0.359,0.208,,2026-07-29
of3_holo_MAPK11_1d2810f2,MAPK11,af3_holo_iptm,0.359,0.247,,2026-07-29
of3_holo_PGK1_6c4c32b8,PGK1,af3_holo_iptm,0.359,0.395,,2026-07-29
of3_holo_MAPK11_f6c3c5ae,MAPK11,af3_holo_iptm,0.359,0.254,,2026-07-29
of3_holo_KEAP1_2b0d407c,KEAP1,af3_holo_iptm,0.358,0.344,,2026-08-14
of3_holo_MAPK11_47167690,MAPK11,af3_holo_iptm,0.358,0.229,,2026-07-29
of3_holo_KEAP1_75e4b57e,KEAP1,af3_holo_iptm,0.358,0.333,,2026-08-14
of3_holo_MAPK11_56d1ed12,MAPK11,af3_holo_iptm,0.358,0.217,,2026-07-29
of3_holo_KEAP1_e5577674,KEAP1,af3_holo_iptm,0.358,0.359,,2026-08-14
of3_holo_MAPK14_34f8ff59,MAPK14,af3_holo_iptm,0.358,0.230,,2026-07-29
of3_holo_HDAC2_c32da90b,HDAC2,af3_holo_iptm,0.358,0.278,,2026-07-29
of3_holo_MAPK12_89b72458,MAPK12,af3_holo_iptm,0.358,0.230,,2026-07-29
of3_holo_KEAP1_21f14b69,KEAP1,af3_holo_iptm,0.358,0.351,,2026-08-11
of3_holo_MAPK12_7938d055,MAPK12,af3_holo_iptm,0.358,0.198,,2026-07-29
of3_holo_MAPK11_a3d6491a,MAPK11,af3_holo_iptm,0.358,0.231,,2026-07-29
of3_holo_MAPK14_179b64ea,MAPK14,af3_holo_iptm,0.357,0.190,,2026-07-29
of3_holo_MAPK14_162ab953,MAPK14,af3_holo_iptm,0.357,0.207,,2026-07-29
of3_holo_MAPK12_3672394e,MAPK12,af3_holo_iptm,0.357,0.199,,2026-07-29
of3_holo_KEAP1_d52e6c97,KEAP1,af3_holo_iptm,0.357,0.315,,2026-08-11
of3_holo_HDAC2_7e4f73f5,HDAC2,af3_holo_iptm,0.357,0.243,,2026-07-29
of3_holo_MAPK14_ae8c221a,MAPK14,af3_holo_iptm,0.356,0.249,,2026-08-02
of3_holo_MAPK14_d8a69093,MAPK14,af3_holo_iptm,0.356,0.213,,2026-07-29
of3_holo_MAPK14_256d6c05,MAPK14,af3_holo_iptm,0.356,0.218,,2026-07-29
of3_holo_MAPK11_d53290d4,MAPK11,af3_holo_iptm,0.356,0.335,,2026-07-29
of3_holo_MAPK12_dc084994,MAPK12,af3_holo_iptm,0.356,0.227,,2026-07-29
of3_holo_MAPK12_3990905b,MAPK12,af3_holo_iptm,0.356,0.235,,2026-07-29
of3_holo_MAPK12_ab402e6f,MAPK12,af3_holo_iptm,0.356,0.253,,2026-07-29
of3_holo_MAPK11_ed69da3d,MAPK11,af3_holo_iptm,0.356,0.306,,2026-07-29
of3_holo_MAPK11_966b72d5,MAPK11,af3_holo_iptm,0.356,0.219,,2026-07-29
of3_holo_MAPK12_06d1db00,MAPK12,af3_holo_iptm,0.356,0.214,,2026-07-29
of3_holo_KEAP1_e75fed06,KEAP1,af3_holo_iptm,0.356,0.336,,2026-08-11
of3_holo_HDAC2_66cd59af,HDAC2,af3_holo_iptm,0.356,0.244,,2026-07-29
of3_holo_MAPK14_3e52f29d,MAPK14,af3_holo_iptm,0.356,0.231,,2026-07-29
of3_holo_MAPK11_f95d7cc1,MAPK11,af3_holo_iptm,0.356,0.212,,2026-07-29
of3_holo_MAPK14_aaf7b8a6,MAPK14,af3_holo_iptm,0.356,0.195,,2026-07-29
of3_holo_PGK1_cb3b551e,PGK1,af3_holo_iptm,0.355,0.385,,2026-07-29
of3_holo_MAPK11_ffa1c28e,MAPK11,af3_holo_iptm,0.355,0.201,,2026-07-29
of3_holo_MAPK11_c84660a8,MAPK11,af3_holo_iptm,0.355,0.343,,2026-07-29
of3_holo_KEAP1_c7f482d2,KEAP1,af3_holo_iptm,0.355,0.454,,2026-07-29
of3_holo_MAPK14_4ed31106,MAPK14,af3_holo_iptm,0.355,0.201,,2026-07-29
of3_holo_MAPK14_71dbf57b,MAPK14,af3_holo_iptm,0.355,0.188,,2026-08-01
of3_holo_MAPK11_9ded3a7a,MAPK11,af3_holo_iptm,0.355,0.245,,2026-07-29
of3_holo_PGK1_38f288d8,PGK1,af3_holo_iptm,0.355,0.376,,2026-07-30
of3_holo_MAPK11_11683dc1,MAPK11,af3_holo_iptm,0.355,0.208,,2026-07-29
of3_holo_MAPK14_0000a39b,MAPK14,af3_holo_iptm,0.355,0.215,,2026-07-29
of3_holo_MAPK14_a548815f,MAPK14,af3_holo_iptm,0.355,0.243,,2026-07-29
of3_holo_MAPK11_ca016472,MAPK11,af3_holo_iptm,0.355,0.232,,2026-07-29
of3_holo_PGK1_9298cb35,PGK1,af3_holo_iptm,0.355,0.383,,2026-07-29
of3_holo_MAPK12_f81ed329,MAPK12,af3_holo_iptm,0.354,0.204,,2026-07-29
of3_holo_MAPK11_64291e74,MAPK11,af3_holo_iptm,0.354,0.239,,2026-07-29
of3_holo_MAPK11_81b0ddab,MAPK11,af3_holo_iptm,0.354,0.208,,2026-07-29
of3_holo_MAPK12_19c67594,MAPK12,af3_holo_iptm,0.354,0.223,,2026-07-29
of3_holo_MAPK12_2f9114b6,MAPK12,af3_holo_iptm,0.354,0.238,,2026-07-29
of3_holo_KEAP1_8a23813c,KEAP1,af3_holo_iptm,0.354,0.444,,2026-08-02
of3_holo_MAPK12_0e797c15,MAPK12,af3_holo_iptm,0.354,0.234,,2026-07-29
of3_holo_MAPK11_95308400,MAPK11,af3_holo_iptm,0.354,0.231,,2026-07-29
of3_holo_MAPK14_aa142b75,MAPK14,af3_holo_iptm,0.354,0.229,,2026-07-29
of3_holo_MAPK11_5c09da97,MAPK11,af3_holo_iptm,0.354,0.210,,2026-07-29
of3_holo_MAPK11_5770c055,MAPK11,af3_holo_iptm,0.354,0.257,,2026-07-29
of3_holo_MAPK14_4414b07d,MAPK14,af3_holo_iptm,0.354,0.207,,2026-07-29
of3_holo_MAPK11_1ca8801c,MAPK11,af3_holo_iptm,0.353,0.239,,2026-07-29
of3_holo_MAPK12_0822423e,MAPK12,af3_holo_iptm,0.353,0.224,,2026-07-29
of3_holo_MAPK12_52c4545f,MAPK12,af3_holo_iptm,0.353,0.263,,2026-07-29
of3_holo_MAPK12_0ae1d03d,MAPK12,af3_holo_iptm,0.353,0.202,,2026-07-29
of3_holo_MAPK11_85bd9226,MAPK11,af3_holo_iptm,0.353,0.233,,2026-07-29
of3_holo_PGK1_d06f1c27,PGK1,af3_holo_iptm,0.353,0.333,,2026-07-29
of3_holo_HDAC2_41764d76,HDAC2,af3_holo_iptm,0.353,0.213,,2026-07-29
of3_holo_MAPK12_2a2612ea,MAPK12,af3_holo_iptm,0.353,0.338,,2026-07-29
of3_holo_KEAP1_86287b67,KEAP1,af3_holo_iptm,0.352,0.454,,2026-08-02
of3_holo_KEAP1_8329fada,KEAP1,af3_holo_iptm,0.352,0.376,,2026-08-14
of3_holo_MAPK14_a2a2197a,MAPK14,af3_holo_iptm,0.352,0.233,,2026-07-29
of3_holo_MAPK14_e4fa63d1,MAPK14,af3_holo_iptm,0.352,0.199,,2026-07-29
of3_holo_MAPK11_8e4a1751,MAPK11,af3_holo_iptm,0.352,0.213,,2026-07-29
of3_holo_MAPK11_0598d47a,MAPK11,af3_holo_iptm,0.352,0.229,,2026-07-29
of3_holo_MAPK11_0ddd939f,MAPK11,af3_holo_iptm,0.352,0.232,,2026-07-29
of3_holo_MAPK11_13fbd0b8,MAPK11,af3_holo_iptm,0.352,0.288,,2026-07-29
of3_holo_MAPK11_af768bf6,MAPK11,af3_holo_iptm,0.352,0.205,,2026-07-29
of3_holo_MAPK11_4d03cd24,MAPK11,af3_holo_iptm,0.352,0.379,,2026-07-29
of3_holo_HDAC2_ce49b74a,HDAC2,af3_holo_iptm,0.352,0.242,,2026-07-29
of3_holo_MAPK11_08849899,MAPK11,af3_holo_iptm,0.351,0.334,,2026-07-29
of3_holo_KEAP1_a30a357c,KEAP1,af3_holo_iptm,0.351,0.372,,2026-08-11
of3_holo_KEAP1_5c1f66d9,KEAP1,af3_holo_iptm,0.351,0.345,,2026-08-14
of3_holo_MAPK14_7fbaf062,MAPK14,af3_holo_iptm,0.351,0.205,,2026-07-29
of3_holo_MAPK14_cda63bdf,MAPK14,af3_holo_iptm,0.351,0.198,,2026-07-29
of3_holo_MAPK11_789937bf,MAPK11,af3_holo_iptm,0.351,0.222,,2026-07-29
of3_holo_KEAP1_3d2efa96,KEAP1,af3_holo_iptm,0.351,0.457,,2026-07-29
of3_holo_MAPK14_b9128fca,MAPK14,af3_holo_iptm,0.351,0.208,,2026-07-29
of3_holo_MAPK11_87b88ebb,MAPK11,af3_holo_iptm,0.351,0.201,,2026-07-29
of3_holo_MAPK14_0d0c93a2,MAPK14,af3_holo_iptm,0.350,0.196,,2026-08-02
of3_holo_MAPK11_16172d32,MAPK11,af3_holo_iptm,0.350,0.332,,2026-07-29
of3_holo_MAPK11_091f66b5,MAPK11,af3_holo_iptm,0.350,0.247,,2026-07-29
of3_holo_MAPK14_84ac78e1,MAPK14,af3_holo_iptm,0.350,0.211,,2026-07-29
of3_holo_MAPK12_3acefc0d,MAPK12,af3_holo_iptm,0.350,0.207,,2026-07-29
of3_holo_MAPK11_de710d81,MAPK11,af3_holo_iptm,0.350,0.416,,2026-07-29
stmn2_dimer_s42,"",af3_iptm,0.350,0.410,0.730,2026-08-13
ncald_x_musk,"",af3_iptm,0.350,0.350,0.420,2026-05-23
hdac6_cd2_x_cttn,"",af3_iptm,0.350,0.430,0.640,2026-05-29
binder7143_lrp4_x_lrp4_beta1_prop_435_697,"",af3_iptm,0.350,0.720,0.430,2026-07-21
stmn2_dimer_s7,"",af3_iptm,0.350,0.410,0.690,2026-08-13
36_hdac2_x_suds3,"",af3_iptm,0.350,0.350,0.620,2026-06-08
40_prkaa2_x_ulk1_2,"",af3_iptm,0.350,0.310,0.560,2026-08-06
dnm1l_1_710_fis1_gtp,"",af3_iptm,0.350,0.440,0.450,2026-08-03
ncald_x_musk,"",af3_iptm,0.350,0.350,0.410,2026-07-17
hdac6_cd2_x_sqstm1,"",af3_iptm,0.350,0.490,0.500,2026-05-29
tp73_dnp73_x_tp73_s42,"",af3_iptm,0.350,0.380,0.610,2026-08-13
binder6947_agrn_x_agrn_lg3_1868_2065,"",af3_iptm,0.350,0.700,0.420,2026-07-23
smn1_260_294_x_bcl2l1_none_none,"",af3_iptm,0.350,0.560,0.590,2026-07-09
73_kcnb1_1_180_x_stxbp1_2,"",af3_iptm,0.350,0.750,0.480,2026-08-06
083_mapk8_x_dpysl2,"",af3_iptm,0.350,0.570,0.470,2026-06-18
a_x_b_f9e51320,"",af3_iptm,0.350,0.370,0.370,2026-07-29
42_prkaa1_x_ppargc1a,"",af3_iptm,0.350,0.360,0.650,2026-06-21
binder6214_lrp4_x_lrp4_beta1_prop_435_697,"",af3_iptm,0.350,0.740,0.430,2026-07-22
66_smn1_x_snrpd3,"",af3_iptm,0.350,0.250,0.640,2026-06-07
rapsn_x_pfn2_75c32468,"",af3_iptm,0.350,0.660,0.420,2026-06-28
73_kcnb1_1_180_x_stxbp1,"",af3_iptm,0.350,0.750,0.480,2026-06-12
of3_holo_MAPK11_5f82d658,MAPK11,af3_holo_iptm,0.350,0.244,,2026-07-29
of3_holo_HDAC2_79927a49,HDAC2,af3_holo_iptm,0.350,0.252,,2026-07-29
of3_holo_MAPK12_333f3fe3,MAPK12,af3_holo_iptm,0.350,0.202,,2026-07-29
of3_holo_MAPK14_e7b4b3cd,MAPK14,af3_holo_iptm,0.350,0.207,,2026-07-29
