uniprot	cos_SMN1_P14639	cos_SMN2_Q16637	cos_ROCK2_O75116	cos_TP53_P04637	cos_PERP_P60468	sig_down	sig_up	signature_score	gene	ensembl	sc_ntpm	cortex_ntpm	skm_ntpm	heart_ntpm	description	protein_class	is_anchor
Q92523	0.23549265	-0.0006584227	0.20608653	0.3271493	0.27454475	0.17886639	0.3271493	0.25300783	CPT1B	ENSG00000205560	12.3	12.1	136.9	226.2	Carnitine palmitoyltransferase 1B	Enzymes, Metabolic proteins, Predicted membrane proteins	False
Q9NYA4	0.010907037	0.46446222	0.113527045	0.30043325	0.2321041	0.20525008	0.30043325	0.25284165	MTMR4	ENSG00000108389	11.6	16.3	7.7	9.6	Myotubularin related protein 4	Enzymes, Predicted intracellular proteins	False
O75376	0.042469732	0.5600502	0.18938711	0.25565228	0.2080064	0.24997836	0.25565228	0.2528153	NCOR1	ENSG00000141027	14.7	21.7	38.4	19.2	Nuclear receptor corepressor 1	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors	False
P13797	0.4020772	-0.04977627	0.34859246	0.2549411	0.29926437	0.25003946	0.2549411	0.25249028	PLS3	ENSG00000102024	37.5	32.6	29.4	54.2	Plastin 3	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False
P53396	0.3780765	-0.019692168	0.26276863	0.26196173	0.3486618	0.2424537	0.26196173	0.2522077	ACLY	ENSG00000131473	29.9	39.8	14.6	25.4	ATP citrate lyase	Cancer-related genes, Citric acid cycle related proteins, Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False
Q8TCY9	0.21536319	0.14636643	0.030781172	0.33652478	0.27826893	0.16769493	0.33652478	0.25210986	URGCP	ENSG00000106608	13.2	26.2	33.2	23.8	Upregulator of cell proliferation	Predicted intracellular proteins, Predicted membrane proteins	False
Q9Y295	0.31842187	-0.06309378	0.25888553	0.29024512	0.34053645	0.21368751	0.29024512	0.2519663	DRG1	ENSG00000185721	21.0	28.3	105.3	41.8	Developmentally regulated GTP binding protein 1	Plasma proteins, Predicted intracellular proteins	False
Q9NY12	0.20596115	0.2940566	0.15791154	0.263592	0.3002926	0.23955548	0.263592	0.25157374	GAR1	ENSG00000109534	10.0	9.4	10.8	11.5	GAR1 ribonucleoprotein	Essential proteins, Plasma proteins, Predicted intracellular proteins	False
P51114	0.19544742	0.4446802	0.27920175	0.21906783	0.21618858	0.2838795	0.21906783	0.25147367	FXR1	ENSG00000114416	56.4	29.8	741.3	112.3	FMR1 autosomal homolog 1	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False
Q9UBP6	0.28968698	0.023156032	0.21262547	0.2983476	0.29263616	0.20452616	0.2983476	0.2514369	METTL1	ENSG00000037897	5.1	6.1	16.3	10.1	Methyltransferase 1, tRNA methylguanosine	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False
Q9Y4R8	0.20303959	0.1873241	0.063987374	0.32781857	0.2378496	0.17305017	0.32781857	0.25043437	TELO2	ENSG00000100726	9.5	11.9	16.1	12.5	Telomere maintenance 2	Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	False
Q15814	0.22613046	0.1346748	0.15851781	0.3067566	0.2560088	0.19383298	0.3067566	0.25029477	TBCC	ENSG00000124659	16.4	19.9	25.7	15.0	Tubulin folding cofactor C	Essential proteins, Plasma proteins, Predicted intracellular proteins	False
P62253	0.3011303	0.0042265207	0.28477287	0.28091955	0.28711894	0.21931216	0.28091955	0.25011587	UBE2G1	ENSG00000132388	31.6	21.7	190.2	33.7	Ubiquitin conjugating enzyme E2 G1	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False
Q06055	0.2896703	0.100067474	0.1278589	0.2713325	0.39536208	0.22823969	0.2713325	0.2497861	ATP5MC2	ENSG00000135390	446.7	391.5	1358.4	949.8	ATP synthase membrane subunit c locus 2	Essential proteins, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
Q2TAZ0	0.11400957	0.2755212	0.10178421	0.32542574	0.20070206	0.17300425	0.32542574	0.249215	ATG2A	ENSG00000110046	11.1	20.8	25.5	17.7	Autophagy related 2A	Predicted intracellular proteins, Transporters	False
Q7Z698	0.07048662	0.37250978	0.08652891	0.30314112	0.25104892	0.19514355	0.30314112	0.24914233	SPRED2	ENSG00000198369	7.3	21.9	7.1	13.6	Sprouty related EVH1 domain containing 2	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False
O43766	0.26982918	-0.015995868	0.20546699	0.30180445	0.32627857	0.19639471	0.30180445	0.24909958	LIAS	ENSG00000121897	6.4	5.9	25.3	10.5	Lipoic acid synthetase	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	False
P62195	0.24827442	-0.032430075	0.3635042	0.2731737	0.31980324	0.22478795	0.2731737	0.24898082	PSMC5	ENSG00000087191	140.2	161.6	307.4	144.9	Proteasome 26S subunit, ATPase 5	Essential proteins, Plasma proteins, Predicted intracellular proteins	False
O14640	0.00895742	0.34364805	0.02824478	0.330983	0.28453752	0.16634694	0.330983	0.24866498	DVL1	ENSG00000107404	41.8	91.2	215.3	68.1	Dishevelled segment polarity protein 1	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False
P28074	0.24953163	-0.030679539	0.20025739	0.3025729	0.35407883	0.19329707	0.3025729	0.247935	PSMB5	ENSG00000100804	122.8	116.1	383.4	150.6	Proteasome 20S subunit beta 5	Enzymes, Essential proteins, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	False
Q9H665	0.09267199	0.33571035	-0.026717344	0.32335255	0.28671977	0.1720962	0.32335255	0.24772437	IGFLR1	ENSG00000126246	7.6	4.7	4.2	4.2	IGF like family receptor 1	Predicted intracellular proteins, Predicted membrane proteins	False
Q96SZ5	0.10458931	0.23414765	0.0022388324	0.34368187	0.26474434	0.15143004	0.34368187	0.24755596	ADO	ENSG00000181915	33.5	15.9	10.6	13.5	2-aminoethanethiol dioxygenase	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
O43290	0.1308226	0.4107229	0.12923954	0.25695083	0.28171602	0.23812526	0.25695083	0.24753805	SART1	ENSG00000175467	22.6	17.3	33.1	20.0	Spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP	Cancer-related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins	False
Q8TEB9	0.20954931	0.06265043	0.15066615	0.31700093	0.2886141	0.17787	0.31700093	0.24743547	RHBDD1	ENSG00000144468	6.7	6.3	8.4	9.7	Rhomboid domain containing 1	Enzymes, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
P25788	0.3408013	-0.014363632	0.34355208	0.25287852	0.2949573	0.24123675	0.25287852	0.24705763	PSMA3	ENSG00000100567	51.1	44.4	167.5	97.0	Proteasome 20S subunit alpha 3	Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins	False
P23276	0.30563134	0.096472874	0.09181082	0.3029506	0.26416215	0.18951929	0.3029506	0.24623494	KEL	ENSG00000197993	6.4	0.9	0.2	0.3	Kell metallo-endopeptidase (Kell blood group)	Blood group antigen proteins, Cancer-related genes, CD markers, Enzymes, Predicted intracellular proteins, Predicted membrane proteins	False
O14957	0.36486787	-0.007319048	0.13595995	0.27918395	0.3590859	0.21314867	0.27918395	0.24616632	UQCR11	ENSG00000127540	88.4	101.8	292.4	267.1	Ubiquinol-cytochrome c reductase, complex III subunit XI	Essential proteins, Metabolic proteins, Predicted membrane proteins	False
P61088	0.29650727	-0.095807835	0.293434	0.29984573	0.27504456	0.1922945	0.29984573	0.24607012	UBE2N	ENSG00000177889	44.4	64.4	77.8	53.9	Ubiquitin conjugating enzyme E2 N	Cancer-related genes, Enzymes, Essential proteins, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False
Q9Y6V7	0.24457228	-0.078840494	0.31875885	0.29206693	0.31433618	0.1997067	0.29206693	0.24588682	DDX49	ENSG00000105671	19.5	20.1	34.1	19.2	DEAD-box helicase 49	Enzymes, Essential proteins, Predicted intracellular proteins	False
Q6Y1H2	0.29867944	0.007180929	0.12336868	0.29621068	0.35234043	0.19539237	0.29621068	0.24580152	HACD2	ENSG00000206527	21.9	22.1	5.1	10.0	3-hydroxyacyl-CoA dehydratase 2	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	False
Q9UJT9	0.17475784	0.13937628	0.3210789	0.26174366	0.28416273	0.22984394	0.26174366	0.2457938	FBXL7	ENSG00000183580	9.9	9.8	3.8	16.2	F-box and leucine rich repeat protein 7	Plasma proteins, Predicted intracellular proteins	False
Q70CQ4	-0.029495232	0.4947752	0.047348097	0.300517	0.24901879	0.19041172	0.300517	0.24546435	USP31	ENSG00000103404	7.8	6.2	8.2	8.6	Ubiquitin specific peptidase 31	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
P17181	0.3114581	0.25112945	0.2260356	0.24080282	0.21046913	0.24977307	0.24080282	0.24528795	IFNAR1	ENSG00000142166	18.1	14.1	18.5	13.9	Interferon alpha and beta receptor subunit 1	Cancer-related genes, Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
Q14254	0.343966	-0.04501179	0.35656172	0.2508354	0.30211824	0.23940854	0.2508354	0.24512196	FLOT2	ENSG00000132589	25.3	55.0	46.5	49.5	Flotillin 2	Plasma proteins, Predicted intracellular proteins	False
P16403	0.30606496	0.23583958	0.141045	0.23358172	0.3413573	0.2560767	0.23358172	0.24482921	H1-2	ENSG00000187837	38.2	21.1	231.4	153.9	H1.2 linker histone, cluster member	Essential proteins, Plasma proteins, Predicted intracellular proteins	False
Q9UJT0	0.2594787	0.06852639	0.2504551	0.28053498	0.25648513	0.20873633	0.28053498	0.24463566	TUBE1	ENSG00000074935	15.1	9.0	5.5	15.6	Tubulin epsilon 1	FDA approved drug targets, Predicted intracellular proteins	False
P26640	0.26796752	-0.028626204	0.16992578	0.3192077	0.2661124	0.16884488	0.3192077	0.24402629	VARS1	ENSG00000204394	11.2	18.8	56.4	19.4	Valyl-tRNA synthetase 1	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False
Q9UBS9	0.151644	0.47673094	0.13390623	0.22411856	0.29283	0.2637778	0.22411856	0.24394818	SUCO	ENSG00000094975	7.4	10.1	2.8	8.6	SUN domain containing ossification factor	Predicted membrane proteins	False
Q76KP1	0.14406605	0.21478407	-0.07037417	0.333529	0.3285805	0.15426412	0.333529	0.24389656	B4GALNT4	ENSG00000182272	18.6	57.2	0.0	1.3	Beta-1,4-N-acetyl-galactosaminyltransferase 4	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
P50454	0.38542908	-0.042738758	0.17200929	0.28023198	0.3126229	0.20683062	0.28023198	0.2435313	SERPINH1	ENSG00000149257	32.9	25.4	23.0	153.4	Serpin family H member 1	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False
Q16816	0.16907498	-0.002752047	0.38101953	0.27072278	0.31556755	0.21572751	0.27072278	0.24322514	PHKG1	ENSG00000164776	6.5	8.8	272.6	16.4	Phosphorylase kinase catalytic subunit gamma 1	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	False
Q8IZA0	0.33414382	0.17861655	0.20501631	0.24460873	0.24848165	0.24156459	0.24460873	0.24308667	KIAA0319L	ENSG00000142687	16.1	25.8	33.0	32.8	KIAA0319 like	Predicted intracellular proteins, Predicted membrane proteins	False
P18124	0.2999804	0.12113764	0.18262789	0.25603032	0.31668457	0.23010764	0.25603032	0.24306898	RPL7	ENSG00000147604	1166.7	832.1	2251.5	1272.5	Ribosomal protein L7	Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins	False
P52948	0.11372483	0.39290622	0.13239896	0.26096797	0.25905907	0.22452226	0.26096797	0.24274512	NUP98	ENSG00000110713	8.1	8.8	39.7	18.4	Nucleoporin 98 and 96 precursor	Cancer-related genes, Disease related genes, Essential proteins, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
P46109	0.12384954	0.1830335	0.36885947	0.2640805	0.20738989	0.2207831	0.2640805	0.24243179	CRKL	ENSG00000099942	22.3	29.5	51.4	23.5	CRK like proto-oncogene, adaptor protein	Essential proteins, Plasma proteins, Predicted intracellular proteins	False
P56557	0.33135852	0.042442113	0.086449035	0.2817272	0.34996223	0.20255297	0.2817272	0.24214008	TMEM50B	ENSG00000142188	9.5	17.3	19.2	23.1	Transmembrane protein 50B	Predicted membrane proteins, Transporters	False
Q14116	0.30646646	0.2821544	0.23236987	0.24654612	0.12944269	0.23760837	0.24654612	0.24207725	IL18	ENSG00000150782	14.4	4.1	6.0	2.9	Interleukin 18	Cancer-related genes, Candidate cardiovascular disease genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	False
Q7Z7E8	0.07989452	0.32344562	0.11694276	0.3019614	0.20789748	0.18204509	0.3019614	0.24200323	UBE2Q1	ENSG00000160714	20.3	33.9	25.0	24.6	Ubiquitin conjugating enzyme E2 Q1	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
Q8NFQ8	0.17238678	0.44578323	0.004387835	0.26159573	0.26693884	0.22237417	0.26159573	0.24198495	TOR1AIP2	ENSG00000169905	7.2	11.0	16.9	9.5	Torsin 1A interacting protein 2	Predicted intracellular proteins, Predicted membrane proteins	False
Q12974	0.30606207	-0.082117036	0.30649278	0.27863052	0.29007038	0.20512706	0.27863052	0.2418788	PTP4A2	ENSG00000184007	290.2	116.5	278.6	159.7	Protein tyrosine phosphatase 4A2	Enzymes, Predicted intracellular proteins	False
P20839	0.29063043	-0.0804605	0.2564084	0.27926186	0.3494774	0.20401393	0.27926186	0.24163789	IMPDH1	ENSG00000106348	8.4	23.8	4.4	22.4	Inosine monophosphate dehydrogenase 1	Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted intracellular proteins	False
O95072	0.10259321	0.25799048	0.10769718	0.31196308	0.21483517	0.17077902	0.31196308	0.24137105	REC8	ENSG00000100918	13.4	9.5	0.8	2.7	REC8 meiotic recombination protein	Plasma proteins, Predicted intracellular proteins	False
Q08722	0.3575418	0.122510955	0.19794832	0.24278906	0.27909622	0.23927432	0.24278906	0.24103169	CD47	ENSG00000196776	56.9	64.5	52.9	55.7	CD47 molecule	CD markers, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
Q5VW38	0.15022255	0.28829464	0.058756478	0.27210712	0.3417397	0.20975335	0.27210712	0.24093023	GPR107	ENSG00000148358	21.2	21.6	17.7	17.0	G protein-coupled receptor 107	Predicted membrane proteins, Transporters	False
Q9H6X4	0.015299849	0.38150412	0.005974531	0.2919829	0.35114723	0.18848144	0.2919829	0.24023217	TMEM134	ENSG00000172663	26.2	20.1	56.9	45.7	Transmembrane protein 134	Predicted membrane proteins, Transporters	False
Q9NWZ3	0.19842145	0.018137857	0.4101832	0.2712698	0.2085101	0.20881315	0.2712698	0.24004146	IRAK4	ENSG00000198001	6.4	2.7	2.8	5.2	Interleukin 1 receptor associated kinase 4	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False
P80511	0.41604292	0.041875973	0.33826286	0.21830317	0.25069332	0.26171875	0.21830317	0.24001096	S100A12	ENSG00000163221	5.7	4.5	4.0	16.8	S100 calcium binding protein A12	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	False
P41226	0.24675886	-0.08978835	0.079950936	0.35996142	0.2411116	0.11950827	0.35996142	0.23973484	UBA7	ENSG00000182179	9.4	5.9	8.5	17.8	Ubiquitin like modifier activating enzyme 7	Metabolic proteins, Plasma proteins, Predicted membrane proteins	False
O75365	0.32496256	-0.06440354	0.28912935	0.26527432	0.30698413	0.21416812	0.26527432	0.23972121	PTP4A3	ENSG00000184489	14.8	29.5	565.4	516.5	Protein tyrosine phosphatase 4A3	Enzymes, Predicted intracellular proteins	False
P42081	0.23834594	0.2683767	0.20393795	0.24854237	0.21033913	0.23024993	0.24854237	0.23939615	CD86	ENSG00000114013	8.4	3.7	0.7	2.5	CD86 molecule	CD markers, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins	False
Q7Z7H5	0.36467713	-0.14965758	0.228201	0.29957318	0.27121207	0.17860815	0.29957318	0.23909067	TMED4	ENSG00000158604	49.6	33.5	59.6	60.8	Transmembrane p24 trafficking protein 4	Predicted intracellular proteins, Predicted membrane proteins	False
Q8N3U4	0.25513574	0.051426478	0.31589872	0.28058374	0.1635051	0.19649151	0.28058374	0.23853762	STAG2	ENSG00000101972	14.6	20.5	17.4	18.7	Stromal antigen 2	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False
Q16611	0.23180646	0.21177843	0.05503787	0.29627368	0.2237897	0.18060312	0.29627368	0.2384384	BAK1	ENSG00000030110	8.0	7.8	17.7	21.7	BCL2 antagonist/killer 1	Predicted membrane proteins, Transporters	False
Q9NV31	0.28756976	-0.08031216	0.12047909	0.31531802	0.31836745	0.16152602	0.31531802	0.23842202	IMP3	ENSG00000177971	38.2	57.5	75.4	55.8	IMP U3 small nucleolar ribonucleoprotein 3	Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins	False
Q9UGH3	0.29033524	-0.012461454	0.15022025	0.28770196	0.32792383	0.18900447	0.28770196	0.23835322	SLC23A2	ENSG00000089057	30.0	33.1	3.1	7.9	Solute carrier family 23 member 2	Metabolic proteins, Predicted membrane proteins, Transporters	False
O95433	0.32906672	0.0067810044	0.26981035	0.25732777	0.27077216	0.21910755	0.25732777	0.23821765	AHSA1	ENSG00000100591	112.0	107.5	134.5	112.7	Activator of HSP90 ATPase activity 1	Plasma proteins, Predicted intracellular proteins, Transporters	False
Q8N441	0.14931364	0.24115102	0.08017725	0.29454333	0.25301996	0.18091547	0.29454333	0.2377294	FGFRL1	ENSG00000127418	35.1	32.9	19.4	18.5	Fibroblast growth factor receptor like 1	Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
P31946	0.42464322	0.016973644	0.33878547	0.22726163	0.21034987	0.24768804	0.22726163	0.23747483	YWHAB	ENSG00000166913	98.9	253.7	81.9	98.3	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	False
Q9UBW5	0.08595429	0.43922645	0.13373365	0.2522587	0.23152514	0.22260988	0.2522587	0.23743428	BIN2	ENSG00000110934	5.7	3.1	1.4	2.2	Bridging integrator 2	Plasma proteins, Predicted intracellular proteins	False
Q9H0E2	0.20522031	0.09137763	0.23763895	0.27909178	0.24825837	0.19562382	0.27909178	0.2373578	TOLLIP	ENSG00000078902	36.8	130.1	70.7	29.2	Toll interacting protein	Plasma proteins, Predicted intracellular proteins	False
Q9BQE5	0.28383666	0.110981524	0.077861376	0.28163692	0.29692453	0.19240102	0.28163692	0.23701897	APOL2	ENSG00000128335	26.0	48.8	26.6	38.6	Apolipoprotein L2	Cancer-related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False
P48029	0.28132495	-0.08729606	0.133818	0.31146708	0.3206221	0.16211724	0.31146708	0.23679216	SLC6A8	ENSG00000130821	73.6	66.2	145.9	113.3	Solute carrier family 6 member 8	Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
Q7L014	0.16816881	0.26565936	0.43140507	0.18726298	0.27766	0.28572333	0.18726298	0.23649316	DDX46	ENSG00000145833	9.2	14.4	33.0	12.6	DEAD-box helicase 46	Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins	False
Q7LDG7	0.19480175	0.043759584	0.21468386	0.3166762	0.16876803	0.1555033	0.3166762	0.23608975	RASGRP2	ENSG00000068831	8.8	22.0	11.4	50.1	RAS guanyl releasing protein 2	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins	False
P14920	0.28640908	-0.08605792	0.20543231	0.2987669	0.2861684	0.17298797	0.2987669	0.23587744	DAO	ENSG00000110887	34.4	1.0	0.0	0.0	D-amino acid oxidase	Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	False
O15211	0.019857515	0.23456553	0.057539016	0.33829612	0.21938318	0.13283631	0.33829612	0.23556621	RGL2	ENSG00000237441	5.0	8.1	19.9	15.0	Ral guanine nucleotide dissociation stimulator like 2	Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins	False
Q6YI46	0.14951631	0.15417194	-0.009369276	0.29159418	0.42312807	0.17936176	0.29159418	0.23547797	TMEM64	ENSG00000180694	9.7	5.2	8.4	6.7	Transmembrane protein 64	Predicted intracellular proteins, Predicted membrane proteins, Transporters	False
Q93096	0.29872328	-0.051870517	0.33084795	0.25364175	0.2886966	0.21659933	0.25364175	0.23512053	PTP4A1	ENSG00000112245	67.3	46.1	349.2	28.9	Protein tyrosine phosphatase 4A1	Enzymes, Predicted intracellular proteins	False
P11086	0.18488875	-0.0074647963	0.038686424	0.35525125	0.24097806	0.11427211	0.35525125	0.23476169	PNMT	ENSG00000141744	5.5	16.1	20.7	23.0	Phenylethanolamine N-methyltransferase	Cancer-related genes, Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False
Q9NX76	0.21625227	0.08867397	0.1301282	0.277028	0.3342791	0.19233339	0.277028	0.23468068	CMTM6	ENSG00000091317	12.0	10.3	4.7	17.3	CKLF like MARVEL transmembrane domain containing 6	Predicted membrane proteins	False
Q96JQ5	0.17154306	0.17377985	0.054672476	0.30204707	0.2690625	0.16726446	0.30204707	0.23465577	MS4A4A	ENSG00000110079	7.0	3.8	2.0	7.9	Membrane spanning 4-domains A4A	Predicted membrane proteins	False
Q86XR5	0.05268795	0.4433814	-0.047826007	0.2785862	0.31376135	0.19050117	0.2785862	0.23454368	PRIMA1	ENSG00000175785	45.4	3.3	0.9	8.5	Proline rich membrane anchor 1	Predicted membrane proteins	False
P29323	0.27182513	-0.09567811	0.35758173	0.27014238	0.25968796	0.19835417	0.27014238	0.23424828	EPHB2	ENSG00000133216	6.4	4.4	0.2	3.0	EPH receptor B2	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	False
P21912	0.31395748	-0.070788585	0.21792817	0.27524862	0.30728492	0.19209549	0.27524862	0.23367205	SDHB	ENSG00000117118	69.7	87.5	460.5	328.2	Succinate dehydrogenase complex iron sulfur subunit B	Cancer-related genes, Citric acid cycle related proteins, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters	False
P60606	0.18043768	0.104447365	-0.032920524	0.32157126	0.33093634	0.14572522	0.32157126	0.23364824	CTXN1	ENSG00000178531	15.5	409.9	0.4	1.0	Cortexin 1	Predicted membrane proteins	False
A0PJW6	0.16203444	0.051214755	-0.01838331	0.33482215	0.32913768	0.13100089	0.33482215	0.23291153	TMEM223	ENSG00000168569	11.5	14.9	15.1	27.1	Transmembrane protein 223	Predicted membrane proteins, Transporters	False
Q96CE8	0.29493076	0.06804328	0.13264516	0.26388657	0.31053975	0.20153974	0.26388657	0.23271316	TM4SF18	ENSG00000163762	6.2	4.7	5.6	8.0	Transmembrane 4 L six family member 18	Predicted membrane proteins, Transporters	False
Q9Y678	0.37421	-0.060749784	0.36321718	0.2404894	0.21786712	0.22363614	0.2404894	0.23206276	COPG1	ENSG00000181789	59.5	84.8	72.9	91.3	COPI coat complex subunit gamma 1	Essential proteins, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False
Q9GZU7	0.2038286	0.015606955	0.12995172	0.30380458	0.27922928	0.15715414	0.30380458	0.23047936	CTDSP1	ENSG00000144579	30.5	22.8	56.2	80.2	CTD small phosphatase 1	Enzymes, Plasma proteins, Predicted intracellular proteins	False
P07954	0.35301095	-0.12534934	0.18469197	0.28678197	0.2833254	0.17391974	0.28678197	0.23035085	FH	ENSG00000091483	30.3	45.9	197.0	166.4	Fumarate hydratase	Cancer-related genes, Citric acid cycle related proteins, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False
Q14703	0.31714725	0.07195245	0.1498341	0.24392278	0.3268422	0.216444	0.24392278	0.2301834	MBTPS1	ENSG00000140943	9.5	20.5	17.6	41.8	Membrane bound transcription factor peptidase, site 1	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	False
Q9UKX7	0.16226843	0.46354932	0.11994426	0.2221699	0.20625243	0.23800361	0.2221699	0.23008676	NUP50	ENSG00000093000	6.1	13.2	7.4	6.7	Nucleoporin 50	Essential proteins, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Transporters	False
Q13185	0.24553311	0.32514215	0.29321536	0.18917188	0.21903753	0.27073205	0.18917188	0.22995196	CBX3	ENSG00000122565	78.7	56.2	75.7	60.1	Chromobox 3	Plasma proteins, Predicted intracellular proteins	False
Q8WVM7	0.24877265	0.025267601	0.29705325	0.27838	0.15381849	0.181228	0.27838	0.22980401	STAG1	ENSG00000118007	5.3	7.2	14.1	9.8	Stromal antigen 1	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False
Q96P70	0.35711446	-0.018827401	0.33639622	0.24283305	0.19239382	0.21676928	0.24283305	0.22980116	IPO9	ENSG00000198700	12.8	22.1	13.2	15.2	Importin 9	Essential proteins, Predicted intracellular proteins, Transporters	False
Q96HA8	0.18622491	0.15935874	0.079976685	0.30303273	0.20049916	0.15651487	0.30303273	0.22977379	NTAQ1	ENSG00000156795	17.6	15.8	20.2	19.3	N-terminal glutamine amidase 1	Enzymes, Metabolic proteins, Predicted intracellular proteins	False
Q7Z569	0.21310195	0.27058324	0.36040062	0.20888351	0.15608752	0.25004333	0.20888351	0.22946343	BRAP	ENSG00000089234	7.9	8.8	18.5	9.1	BRCA1 associated protein	Enzymes, Essential proteins, Metabolic proteins, Predicted intracellular proteins, RAS pathway related proteins	False
Q13131	0.12588497	0.10307583	0.36974025	0.23981816	0.27622485	0.21873148	0.23981816	0.22927481	PRKAA1	ENSG00000132356	11.4	10.6	15.3	18.3	Protein kinase AMP-activated catalytic subunit alpha 1	Enzymes, FDA approved drug targets, Predicted intracellular proteins	False
P42702	0.25696746	0.21592854	0.23041448	0.24048945	0.16547024	0.21719518	0.24048945	0.22884232	LIFR	ENSG00000113594	10.2	19.7	20.2	18.6	LIF receptor subunit alpha	Cancer-related genes, CD markers, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False
Q9GZT6	0.30883715	0.008602902	0.3129542	0.23413587	0.26258445	0.22324467	0.23413587	0.22869027	CCDC90B	ENSG00000137500	26.3	13.1	9.3	14.3	Coiled-coil domain containing 90B	Predicted intracellular proteins, Predicted membrane proteins	False
Q15287	0.115994036	0.32499117	0.18663016	0.22798276	0.28994334	0.22938967	0.22798276	0.22868621	RNPS1	ENSG00000205937	73.0	135.2	201.7	92.4	RNA binding protein with serine rich domain 1	Essential proteins, Predicted intracellular proteins, Transporters	False
O95183	0.25227717	0.10093787	0.25269488	0.22443062	0.3240065	0.23247911	0.22443062	0.22845486	VAMP5	ENSG00000168899	64.6	49.4	203.7	116.0	Vesicle associated membrane protein 5	Predicted membrane proteins	False
