uniprot	cos_SMN1_P14639	cos_SMN2_Q16637	cos_ROCK2_O75116	cos_TP53_P04637	cos_PERP_P60468	sig_down	sig_up	signature_score	gene	ensembl	sc_ntpm	cortex_ntpm	skm_ntpm	heart_ntpm	description	protein_class	is_anchor	sma_papers	novelty_bucket	druggability_score	druggability_tier	druggability_note
Q15648	0.4285027	0.6610615	0.4527014	0.7469015	0.6604163	0.5506705	0.7469015	0.648786	MED1	ENSG00000125686	6.3	6.6	10.8	8.4	Mediator complex subunit 1	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	False	3	some_prior_work	1.0	druggable	bucket=4
Q9HCK8	0.4334484	0.56789625	0.48050582	0.74408853	0.73194087	0.55344784	0.74408853	0.6487682	CHD8	ENSG00000100888	10.8	14.1	16.5	12.5	Chromodomain helicase DNA binding protein 8	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9NV92	0.46500257	0.520185	0.35228443	0.76104057	0.80555475	0.5357567	0.76104057	0.64839864	NDFIP2	ENSG00000102471	12.8	36.1	28.4	23.9	Nedd4 family interacting protein 2	Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q8NDI1	0.46903616	0.66231734	0.51509047	0.6974582	0.7499758	0.59910494	0.6974582	0.6482816	EHBP1	ENSG00000115504	12.1	22.7	7.4	10.8	EH domain binding protein 1	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q96JQ2	0.4926545	0.61067826	0.43458045	0.71907496	0.7715871	0.57737505	0.71907496	0.648225	CLMN	ENSG00000165959	8.0	4.9	3.5	5.0	Calmin	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
O43149	0.5181322	0.55949616	0.47792262	0.7213955	0.74450165	0.57501316	0.7213955	0.6482043	ZZEF1	ENSG00000074755	5.8	7.2	20.9	10.4	Zinc finger ZZ-type and EF-hand domain containing 1	Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
P51531	0.4569435	0.5277577	0.5082115	0.73339117	0.7590554	0.56299204	0.73339117	0.6481916	SMARCA2	ENSG00000080503	20.5	61.6	101.7	42.6	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False	1	some_prior_work	1.0	druggable	bucket=4
Q9P2E3	0.51671827	0.45354632	0.47010052	0.7506963	0.74169934	0.54551613	0.7506963	0.6481062	ZNFX1	ENSG00000124201	8.0	8.6	14.6	12.6	Zinc finger NFX1-type containing 1	Disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors	False	0	truly_novel	0.1	difficult	bucket=10
Q07352	0.3948233	0.601758	0.37528405	0.76752955	0.7417603	0.52840644	0.76752955	0.647968	ZFP36L1	ENSG00000185650	83.5	65.7	90.3	174.1	ZFP36 ring finger protein like 1	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9NQX7	0.58429074	0.5053276	0.40673652	0.72770333	0.7744067	0.5676904	0.72770333	0.64769685	ITM2C	ENSG00000135916	266.3	947.9	21.0	55.3	Integral membrane protein 2C	Predicted intracellular proteins, Predicted membrane proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
Q9Y5K3	0.5442358	0.47035152	0.43409085	0.73357594	0.79777795	0.56161404	0.73357594	0.647595	PCYT1B	ENSG00000102230	10.2	11.0	0.1	2.3	Phosphate cytidylyltransferase 1B, choline	Enzymes, Metabolic proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9Y6X8	0.45891052	0.6581522	0.4772777	0.7179176	0.71259236	0.57673323	0.7179176	0.6473254	ZHX2	ENSG00000178764	12.0	13.0	33.9	20.5	Zinc fingers and homeoboxes 2	Plasma proteins, Predicted intracellular proteins, Transcription factors	False	0	truly_novel	0.1	difficult	bucket=10
Q9NQG1	0.54971516	0.5844033	0.39532536	0.706596	0.82113063	0.5876436	0.706596	0.6471198	MANBAL	ENSG00000101363	46.1	66.9	23.8	42.6	Mannosidase beta like	Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
P02818	0.58673704	0.48224732	0.39817995	0.72941023	0.79201937	0.5647959	0.72941023	0.6471031	BGLAP	ENSG00000242252	12.7	8.5	0.5	1.4	Bone gamma-carboxyglutamate protein	FDA approved drug targets, Predicted secreted proteins	False	1	some_prior_work	1.0	druggable	bucket=4
Q1ZYL8	0.5429012	0.52198327	0.4059952	0.73414207	0.7687799	0.5599148	0.73414207	0.64702845	IZUMO4	ENSG00000099840	17.4	16.6	2.5	2.9	IZUMO family member 4	Predicted intracellular proteins, Predicted secreted proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
O95155	0.46411425	0.5493183	0.44661632	0.74783623	0.7228385	0.5457218	0.74783623	0.64677906	UBE4B	ENSG00000130939	13.8	14.4	34.2	18.9	Ubiquitination factor E4B	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
O43303	0.47077233	0.6484832	0.45559162	0.7087083	0.7584112	0.5833146	0.7087083	0.6460115	CCP110	ENSG00000103540	18.4	16.4	4.7	4.3	Centriolar coiled-coil protein 110	Plasma proteins, Predicted intracellular proteins	False	1	some_prior_work	0.1	difficult	bucket=10
Q9NXW2	0.54853594	0.49170917	0.47137868	0.70703644	0.827933	0.5848892	0.70703644	0.64596283	DNAJB12	ENSG00000148719	21.3	17.1	37.3	26.5	DnaJ heat shock protein family (Hsp40) member B12	Predicted membrane proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
O75071	0.5706026	0.5806236	0.5200925	0.6876189	0.7456808	0.6042499	0.6876189	0.6459344	EFCAB14	ENSG00000159658	12.0	28.3	31.2	33.8	EF-hand calcium binding domain 14	Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q6P0Q8	0.4034806	0.6044194	0.46197182	0.7362521	0.74879986	0.5546679	0.7362521	0.64546	MAST2	ENSG00000086015	14.7	17.0	161.4	58.5	Microtubule associated serine/threonine kinase 2	Cancer-related genes, Enzymes, Predicted membrane proteins	False	0	truly_novel	0.6	discovery_opportunity	bucket=8
Q8N2K1	0.5504359	0.38051498	0.45022446	0.74792564	0.7907015	0.5429692	0.74792564	0.64544743	UBE2J2	ENSG00000160087	21.3	27.1	46.8	34.9	Ubiquitin conjugating enzyme E2 J2	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q96FE7	0.521665	0.51212883	0.37881505	0.7412627	0.78542495	0.54950845	0.7412627	0.64538556	PIK3IP1	ENSG00000100100	38.6	30.5	20.3	32.6	Phosphoinositide-3-kinase interacting protein 1	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q2M2I8	0.4426033	0.5527861	0.48466203	0.72880733	0.76337177	0.5608558	0.72880733	0.64483154	AAK1	ENSG00000115977	5.9	20.0	7.8	12.7	AP2 associated kinase 1	Enzymes, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q5BJH2	0.5750662	0.48484814	0.41080922	0.7212665	0.8026208	0.5683361	0.7212665	0.6448013	TMEM128	ENSG00000132406	43.8	22.3	13.5	21.4	Transmembrane protein 128	Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9ULC8	0.41603178	0.5261891	0.3318598	0.7696531	0.80551326	0.5198985	0.7696531	0.64477575	ZDHHC8	ENSG00000099904	19.8	35.2	22.1	29.8	Zinc finger DHHC-type palmitoyltransferase 8	Enzymes, Metabolic proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q8N3F8	0.43384552	0.57254994	0.36493912	0.76046145	0.74278104	0.5285289	0.76046145	0.6444952	MICALL1	ENSG00000100139	20.0	5.1	8.7	9.1	MICAL like 1	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9UPQ7	0.46754053	0.55561316	0.54984707	0.7205442	0.6992733	0.5680685	0.7205442	0.64430636	PDZRN3	ENSG00000121440	5.2	17.9	86.0	45.4	PDZ domain containing ring finger 3	Enzymes, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9UKE5	0.43489558	0.5302412	0.50759757	0.7275753	0.7701844	0.5607297	0.7275753	0.6441525	TNIK	ENSG00000154310	6.4	19.0	21.7	8.8	TRAF2 and NCK interacting kinase	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins	False	2	some_prior_work	1.0	druggable	bucket=4
A0A096LP01	0.54895	0.5086489	0.4243545	0.70235324	0.86071396	0.58566684	0.70235324	0.64401007	SMIM26	ENSG00000232388	79.3	74.5	231.2	132.3	Small integral membrane protein 26	Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
O15503	0.5344765	0.42508718	0.37026668	0.7465394	0.8360715	0.5414755	0.7465394	0.64400744	INSIG1	ENSG00000186480	63.2	39.1	9.0	20.7	Insulin induced gene 1	Plasma proteins, Predicted membrane proteins, Transporters	False	3	some_prior_work	0.1	difficult	bucket=10
Q96RV3	0.441338	0.58286095	0.3834402	0.7328463	0.8123638	0.5550008	0.7328463	0.6439235	PCNX1	ENSG00000100731	6.2	7.5	14.5	10.7	Pecanex 1	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q96N46	0.53695	0.5863529	0.5134537	0.6924553	0.7447703	0.59538174	0.6924553	0.6439185	TTC14	ENSG00000163728	22.9	23.8	12.5	23.7	Tetratricopeptide repeat domain 14	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q76I76	0.43392596	0.624452	0.43937516	0.733824	0.7177835	0.55388415	0.733824	0.6438541	SSH2	ENSG00000141298	17.4	10.8	92.5	19.1	Slingshot protein phosphatase 2	Enzymes, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
O43491	0.4992159	0.53824675	0.4843596	0.7152036	0.76727295	0.57227385	0.7152036	0.64373875	EPB41L2	ENSG00000079819	133.1	75.9	31.1	52.1	Erythrocyte membrane protein band 4.1 like 2	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	False	1	some_prior_work	0.1	difficult	bucket=10
Q13442	0.50716126	0.56815636	0.5060956	0.68755496	0.8182259	0.5999098	0.68755496	0.64373237	PDAP1	ENSG00000106244	24.3	26.5	98.3	37.3	PDGFA associated protein 1	Cancer-related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q7Z478	0.52567375	0.48799953	0.56667495	0.70686543	0.7416339	0.58049554	0.70686543	0.64368045	DHX29	ENSG00000067248	8.1	6.8	22.1	10.0	DExH-box helicase 29	Enzymes, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
P11387	0.58405435	0.49744657	0.5544092	0.70117295	0.7086162	0.5861316	0.70117295	0.64365226	TOP1	ENSG00000198900	19.5	25.8	20.2	19.3	DNA topoisomerase I	Cancer-related genes, Disease related genes, Enzymes, Essential proteins, FDA approved drug targets, Predicted intracellular proteins	False	0	truly_novel	1.0	clinical_precedent	bucket=1 clinical
Q92805	0.5301737	0.49308336	0.73565316	0.68225837	0.66057754	0.6048719	0.68225837	0.6435652	GOLGA1	ENSG00000136935	7.0	6.4	12.3	9.5	Golgin A1	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9NPC3	0.5256423	0.48350263	0.5466771	0.7197962	0.7120029	0.5669562	0.7197962	0.64337623	CCNB1IP1	ENSG00000100814	23.9	27.9	50.1	69.9	Cyclin B1 interacting protein 1	Cancer-related genes, Enzymes, Essential proteins, Metabolic proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q7Z2W4	0.4753876	0.56755567	0.3978275	0.7437968	0.7281617	0.5422331	0.7437968	0.64301497	ZC3HAV1	ENSG00000105939	5.9	5.1	2.9	6.1	Zinc finger CCCH-type containing, antiviral 1	Metabolic proteins, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q8N6R1	0.519943	0.46732223	0.44496572	0.7018435	0.9030082	0.5838098	0.7018435	0.6428267	SERP2	ENSG00000151778	27.9	93.8	1.9	17.1	Stress associated endoplasmic reticulum protein family member 2	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q5SQI0	0.401433	0.44932324	0.32277974	0.79396963	0.7892386	0.49069363	0.79396963	0.6423316	ATAT1	ENSG00000137343	26.8	30.6	4.7	5.2	Alpha tubulin acetyltransferase 1	Enzymes, Predicted intracellular proteins	False	1	some_prior_work	1.0	druggable	bucket=4
P46695	0.44245392	0.56892407	0.3299145	0.741253	0.8277979	0.5422726	0.741253	0.64176285	IER3	ENSG00000137331	29.7	11.7	12.8	162.6	Immediate early response 3	Predicted intracellular proteins, Predicted membrane proteins	False	2	some_prior_work	0.1	difficult	bucket=10
P14317	0.4946906	0.5673177	0.48192555	0.7124535	0.74002737	0.5709903	0.7124535	0.6417219	HCLS1	ENSG00000180353	27.9	9.7	7.0	17.5	Hematopoietic cell-specific Lyn substrate 1	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q9NRX1	0.6287403	0.358945	0.5082342	0.7172897	0.76622856	0.565537	0.7172897	0.64141333	PNO1	ENSG00000115946	7.4	7.0	19.3	9.6	Partner of NOB1 homolog	Essential proteins, Plasma proteins, Predicted intracellular proteins	False	1	some_prior_work	1.0	druggable	bucket=4
Q9UPN6	0.45671302	0.6227229	0.45977563	0.71723723	0.722972	0.56554586	0.71723723	0.6413915	SCAF8	ENSG00000213079	7.4	12.5	17.5	13.8	SR-related CTD associated factor 8	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q92562	0.49805284	0.48935503	0.42330942	0.73355234	0.7844348	0.548788	0.73355234	0.64117014	FIG4	ENSG00000112367	6.6	12.6	6.5	7.2	FIG4 phosphoinositide 5-phosphatase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	False	2	some_prior_work	0.1	difficult	bucket=10
Q9Y6F6	0.43564042	0.6734117	0.40744698	0.72164583	0.7262285	0.56068194	0.72164583	0.6411639	IRAG1	ENSG00000072952	15.4	35.1	6.4	9.5	Inositol 1,4,5-triphosphate receptor associated 1	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q8IX21	0.4388852	0.7003592	0.42138523	0.7115349	0.7204054	0.57025874	0.7115349	0.6408968	SLF2	ENSG00000119906	23.4	12.0	16.6	10.7	SMC5-SMC6 complex localization factor 2	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q5SV17	0.49964646	0.48998523	0.3631849	0.7351291	0.8327449	0.54639035	0.7351291	0.6407597	TMEM240	ENSG00000205090	8.8	39.9	3.6	7.2	Transmembrane protein 240	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
O94953	0.47334406	0.5142609	0.4006424	0.74978495	0.7385981	0.53171134	0.74978495	0.64074814	KDM4B	ENSG00000127663	9.3	11.8	30.5	15.1	Lysine demethylase 4B	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q92802	0.4374163	0.6402686	0.4236439	0.7230466	0.7314568	0.55819637	0.7230466	0.6406215	N4BP2L2	ENSG00000244754	26.3	21.9	61.1	40.0	NEDD4 binding protein 2 like 2	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
P14651	0.38401836	0.6291	0.39089066	0.7509466	0.71575046	0.5299399	0.7509466	0.6404432	HOXB3	ENSG00000120093	10.6	0.1	9.9	5.2	Homeobox B3	Plasma proteins, Predicted intracellular proteins, Transcription factors	False	0	truly_novel	0.1	difficult	bucket=10
Q9UHD8	0.5352875	0.44761616	0.42549032	0.73165387	0.7805257	0.5472299	0.73165387	0.63944185	SEPTIN9	ENSG00000184640	71.0	80.7	72.0	71.2	Septin 9	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False	1	some_prior_work	1.0	druggable	bucket=4
P49458	0.51043975	0.49248272	0.42425823	0.7175149	0.81654406	0.5609312	0.7175149	0.63922304	SRP9	ENSG00000143742	212.2	218.8	239.4	185.3	Signal recognition particle 9	Essential proteins, Predicted intracellular proteins, Transporters	False	1	some_prior_work	1.0	druggable	bucket=4
Q9H813	0.53658783	0.475458	0.4363399	0.71656245	0.7990978	0.5618709	0.71656245	0.63921666	PACC1	ENSG00000065600	70.2	14.0	2.0	2.3	Proton activated chloride channel 1	Predicted membrane proteins, Transporters	False	0	truly_novel	1.0	druggable	bucket=4
O14981	0.5087621	0.53679985	0.53103244	0.6928607	0.76335716	0.5849879	0.6928607	0.6389243	BTAF1	ENSG00000095564	6.9	7.9	11.9	11.8	B-TFIID TATA-box binding protein associated factor 1	Essential proteins, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q8NC06	0.44196108	0.61024785	0.33855578	0.74064195	0.7570897	0.5369636	0.74064195	0.63880277	ACBD4	ENSG00000181513	8.9	15.8	6.5	11.3	Acyl-CoA binding domain containing 4	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	1.0	druggable	bucket=4
O75164	0.48266703	0.49682987	0.44323206	0.7363051	0.741407	0.541034	0.7363051	0.63866955	KDM4A	ENSG00000066135	7.6	10.8	10.3	9.3	Lysine demethylase 4A	Enzymes, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
O95819	0.44540882	0.48962379	0.50989753	0.7233826	0.7684067	0.5533342	0.7233826	0.63835835	MAP4K4	ENSG00000071054	230.3	84.9	30.6	33.1	Mitogen-activated protein kinase kinase kinase kinase 4	Enzymes, Plasma proteins, Predicted intracellular proteins	False	1	some_prior_work	1.0	druggable	bucket=4
Q6P2Q9	0.5079096	0.52213925	0.44985586	0.7147581	0.7668108	0.5616789	0.7147581	0.6382185	PRPF8	ENSG00000174231	51.8	85.2	140.0	96.4	Pre-mRNA processing factor 8	Cancer-related genes, Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	1.0	druggable	bucket=4
Q9NP73	0.42479146	0.7154071	0.43292075	0.71443987	0.6740463	0.56179136	0.71443987	0.63811564	ALG13	ENSG00000101901	12.0	9.6	8.3	12.0	ALG13 UDP-N-acetylglucosaminyltransferase subunit	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q7Z589	0.4329751	0.60890675	0.43437737	0.7184335	0.7527844	0.5572609	0.7184335	0.6378472	EMSY	ENSG00000158636	5.7	5.6	8.9	8.1	EMSY transcriptional repressor, BRCA2 interacting	Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q8TEA8	0.47977865	0.53496957	0.39962173	0.7132653	0.83392715	0.5620743	0.7132653	0.6376698	DTD1	ENSG00000125821	8.2	6.5	6.1	4.4	D-aminoacyl-tRNA deacylase 1	Enzymes, Predicted intracellular proteins	False	0	truly_novel	0.6	discovery_opportunity	bucket=7
P98153	0.5073827	0.5163525	0.35403097	0.7433519	0.74977493	0.53188527	0.7433519	0.63761854	DGCR2	ENSG00000070413	29.0	50.4	26.2	32.3	DiGeorge syndrome critical region gene 2	Human disease related genes, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
A0AUZ9	0.44670862	0.6993809	0.4218266	0.7108967	0.68868214	0.56414956	0.7108967	0.6375231	KANSL1L	ENSG00000144445	6.5	5.0	11.3	9.1	KAT8 regulatory NSL complex subunit 1 like	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q8N4V1	0.5220619	0.50404906	0.42035377	0.6982503	0.8583485	0.5762033	0.6982503	0.6372268	MMGT1	ENSG00000169446	7.2	13.9	18.0	18.7	Membrane magnesium transporter 1	Predicted intracellular proteins, Predicted membrane proteins, Transporters	False	0	truly_novel	1.0	druggable	bucket=4
Q6UW78	0.55711776	0.41597167	0.4366336	0.7113928	0.83826125	0.5619961	0.7113928	0.63669443	UQCC3	ENSG00000204922	6.0	8.2	12.9	9.3	Ubiquinol-cytochrome c reductase complex assembly factor 3	Disease related genes, Essential proteins, Human disease related genes, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
P10636	0.4549458	0.60069317	0.38373154	0.7210938	0.7678064	0.5517943	0.7210938	0.63644403	MAPT	ENSG00000186868	48.2	147.9	83.6	9.7	Microtubule associated protein tau	Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	False	5	some_prior_work	1.0	druggable	bucket=4
Q9BXA9	0.40000364	0.6041223	0.37636048	0.7503842	0.70911294	0.52239984	0.7503842	0.636392	SALL3	ENSG00000256463	7.9	6.8	0.0	0.8	Spalt like transcription factor 3	Plasma proteins, Predicted intracellular proteins, Transcription factors	False	0	truly_novel	0.1	difficult	bucket=10
Q8NBR6	0.43366927	0.57112825	0.3976892	0.74629706	0.70322037	0.5264268	0.74629706	0.63636196	MINDY2	ENSG00000128923	9.0	8.3	3.2	10.1	MINDY lysine 48 deubiquitinase 2	Enzymes, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
P62875	0.54256487	0.47815937	0.44016626	0.7031641	0.81633544	0.5693065	0.7031641	0.6362353	POLR2L	ENSG00000177700	54.2	67.5	102.8	165.1	RNA polymerase II, I and III subunit L	Essential proteins, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, RNA polymerase related proteins	False	0	truly_novel	1.0	druggable	bucket=4
O15144	0.5259221	0.51143646	0.40639117	0.710621	0.8022426	0.56149805	0.710621	0.6360595	ARPC2	ENSG00000163466	103.6	145.1	361.1	163.2	Actin related protein 2/3 complex subunit 2	Essential proteins, Plasma proteins, Predicted intracellular proteins	False	1	some_prior_work	1.0	druggable	bucket=4
Q8NHQ8	0.54123664	0.54203284	0.6241809	0.6720964	0.69160557	0.599764	0.6720964	0.6359302	RASSF8	ENSG00000123094	13.4	9.1	13.2	13.3	Ras association domain family member 8	Disease related genes, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
O75179	0.50712484	0.46571296	0.51865065	0.71562505	0.7330286	0.5561293	0.71562505	0.63587713	ANKRD17	ENSG00000132466	9.9	15.6	21.8	13.6	Ankyrin repeat domain 17	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q99967	0.4114042	0.62519026	0.40001154	0.73207563	0.72173893	0.5395862	0.73207563	0.6358309	CITED2	ENSG00000164442	7.0	26.4	91.6	60.2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	False	1	some_prior_work	0.1	difficult	bucket=10
Q9Y385	0.47091377	0.4761353	0.42144543	0.7315408	0.7917434	0.54005945	0.7315408	0.6358001	UBE2J1	ENSG00000198833	17.8	16.7	11.6	13.8	Ubiquitin conjugating enzyme E2 J1	Enzymes, Metabolic proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
P20393	0.36532587	0.5790837	0.40333116	0.76496536	0.67869747	0.50660956	0.76496536	0.6357875	NR1D1	ENSG00000126368	11.8	55.1	100.4	62.5	Nuclear receptor subfamily 1 group D member 1	Nuclear receptors, Predicted intracellular proteins, Transcription factors	False	2	some_prior_work	1.0	druggable	bucket=4
Q9UK28	0.5290373	0.5756859	0.35206968	0.72022915	0.7480657	0.55121464	0.72022915	0.6357219	TMEM59L	ENSG00000105696	41.4	342.8	2.8	9.9	Transmembrane protein 59 like	Predicted intracellular proteins, Predicted membrane proteins, Transporters	False	0	truly_novel	0.1	difficult	bucket=10
Q86WV6	0.46129805	0.49398905	0.38332114	0.7351401	0.806049	0.5361643	0.7351401	0.6356522	STING1	ENSG00000184584	6.8	4.7	9.8	52.6	Stimulator of interferon response cGAMP interactor 1	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	False	0	truly_novel	1.0	druggable	bucket=4
P31431	0.56269205	0.52428836	0.43267208	0.69513834	0.78312576	0.57569456	0.69513834	0.63541645	SDC4	ENSG00000124145	23.4	58.5	95.3	62.3	Syndecan 4	Cancer-related genes, Predicted membrane proteins, Predicted secreted proteins, Transporters	False	1	some_prior_work	1.0	clinical_precedent	bucket=1 clinical
Q5XG99	0.46011037	0.5623032	0.3640602	0.7402384	0.73488486	0.5303396	0.7402384	0.635289	LYSMD4	ENSG00000183060	7.6	12.8	7.3	16.8	LysM domain containing 4	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q01804	0.44726607	0.7680106	0.4041882	0.6953887	0.68059695	0.5750154	0.6953887	0.63520205	OTUD4	ENSG00000164164	7.4	9.2	37.8	10.9	OTU deubiquitinase 4	Enzymes, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q8NG27	0.4342085	0.59194714	0.3586033	0.72445726	0.79719996	0.5454897	0.72445726	0.6349735	PJA1	ENSG00000181191	25.8	48.1	7.6	14.6	Praja ring finger ubiquitin ligase 1	Enzymes, Metabolic proteins, Predicted intracellular proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q96SY0	0.55171853	0.5242251	0.50689465	0.7051424	0.67548686	0.5645813	0.7051424	0.6348618	INTS14	ENSG00000138614	11.9	10.9	11.2	13.4	Integrator complex subunit 14	Predicted intracellular proteins, Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
Q96G74	0.3930067	0.58086646	0.3683672	0.7448229	0.7554351	0.52441883	0.7448229	0.6346209	OTUD5	ENSG00000068308	33.8	54.4	36.4	27.0	OTU deubiquitinase 5	Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	False	1	some_prior_work	0.1	difficult	bucket=10
Q6UWU4	0.55885565	0.44298083	0.41112107	0.72203326	0.77463114	0.5468972	0.72203326	0.6344652	C6orf89	ENSG00000198663	28.6	32.7	34.0	46.6	Chromosome 6 open reading frame 89	Predicted intracellular proteins, Predicted membrane proteins	False	1	some_prior_work	0.1	difficult	bucket=10
Q9H3Z4	0.52685314	0.45456076	0.46559644	0.7088141	0.79282737	0.5599594	0.7088141	0.6343868	DNAJC5	ENSG00000101152	16.3	52.9	12.4	19.8	DnaJ heat shock protein family (Hsp40) member C5	Disease related genes, Human disease related genes, Predicted membrane proteins	False	1	some_prior_work	0.1	difficult	bucket=10
Q9P0S3	0.5750568	0.36368924	0.44775838	0.7190899	0.8112626	0.54944175	0.7190899	0.63426584	ORMDL1	ENSG00000128699	28.8	28.0	30.9	26.0	ORMDL sphingolipid biosynthesis regulator 1	Predicted membrane proteins	False	0	truly_novel	0.1	difficult	bucket=10
