canonical_smiles,campaigns_hit,targets_hit,n_campaigns,tier_A_hits,tier_B_hits,tier_C_hits
Cc1ccc2cccc3nc(C=Cc4ccccc4)c(Cc4ccccc4)[n+]-3c2c1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1ccc2nc(C(NC3=C4C=NC(=O)N=C4N=C3)OP(=O)(O)O)nc-2cc1,['dusp1_inhibitor'],['DUSP1'],1,0.0,1.0,0.0
Cc1ccc2nc(CCCCc3ccc(F)c4c3NC(=O)[C@H](N)N4)[nH]c2c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1ccc2nc(COC(=O)NC[C@H]3CC=C4c5ccc(N)cc5C(=O)N4C3)cnc2c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1ccc2nc(NCc3ccc4ccccc4c3)nn2c(=O)n1,['cdk5_activator_p25iface'],['CDK5'],1,0.0,1.0,0.0
Cc1ccc2nc1NCCOc1ccccc1-c1cc([nH]n1)C(c1ccc[nH+]c1)NC2,['hdac2_inhibitor'],['HDAC2'],1,0.0,1.0,0.0
Cc1ccc2nc3c(cc2c1)[C@@H]([C@@H](C)c1cccnc1)[C@@H](O)CC3=NO,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1ccc2nc3cccc(NC(=O)Cc4ccccc4)c3cc2c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1ccc2nc3n(-c4ccccc4)c(=O)c(Cc4cnccn4)nn3c2c1,['perp_pocket3_alphaC'],['PERP'],1,1.0,0.0,0.0
Cc1ccc2oc(=O)c(NNC(=O)c3ccc(-c4ccccc4)cc3)c-2cc1,['cdk5_activator_p25iface'],['CDK5'],1,0.0,1.0,0.0
Cc1ccc2oc3c(Nc4noc(CCCc5ccccc5)n4)cccc3c2c1C,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cccc(-c2cc(C(=O)NOC(=O)N[C@H]3CCCNCC3)[nH]n2)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cccc(-c2cc3[nH]c(Cc4ccccc4O)c(C)c3cn2)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cccc(-c2ccc(-c3ccc(-c4nn(C)c(=O)[nH]c4=O)cc3)o2)c1,['cdk5_activator_p25iface'],['CDK5'],1,0.0,1.0,0.0
Cc1cccc(-c2ccc(C3=NC4=[N+](CC(=O)O)C=CC4=C3C(=O)O)cc2)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cccc(-c2cccc([C@H](c3cccc[nH+]3)c3c[nH]c4ccccc34)c2)c1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1cccc(-c2nc(C)nc(NC(=N)c3ccc(C(=O)O)cc3F)n2)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cccc(-c2nc3ccccc3c3c2c(C)nn3-c2cccnc2)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cccc(-n2cc(-c3nncn3C)c(-c3ccccc3)n2)n1,['perp_pocket3_alphaC'],['PERP'],1,1.0,0.0,0.0
Cc1cccc(-n2nc(CCCCCNC3NCCN3)c3nc[nH]c32)c1CN(C)C,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0
Cc1cccc(-n2ncc(CNC[C@H]3C[C@@H](CN)CN3)c2O)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cccc(C=Cc2cc(C)cc(N=C(O)OCCCc3ccccc3)c2)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cccc(CC2CCN(CC=C(O)N3CCOCC3)CC2)c1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1cccc(CCCC(=O)Nc2nnc(C[C@H]3Cc4ccccc4O3)o2)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cccc(CCCC2CC(=O)[C@@H](C3=C(O)C[C@H](C(=O)O)[C@@H](O)C3)C2=O)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cccc(CCc2cc(OP(=O)(O)O)c3[nH]c4c(N)nccc4c3c2)c1,['dusp1_inhibitor'],['DUSP1'],1,0.0,1.0,0.0
Cc1cccc(CN2CCC[C@H](NC(=O)c3cccc4ccccc34)C2)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cccc(CNC(=O)c2cc3ccc(OCc4ccccc4N)cc3[nH]c2=N)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cccc(CNC(=O)c2ccc([C@@H](C)C(=O)O)c3ccc(O)nc23)c1F,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1cccc(CNc2sc(C(=O)O)c(C(=O)c3ccccc3)c2C(O)O)c1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1cccc(COCCOC2=CC=C3CSc4nccc5ccc(c3c45)N2)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cccc(C[n+]2ccc(C(O)=NCCNCCCc3ccccc3)cc2)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cccc(Cc2cc(Cc3ccc(F)c(OP(=O)(O)O)c3)c(C)cn2)c1,['dusp1_inhibitor'],['DUSP1'],1,0.0,1.0,0.0
Cc1cccc(Cc2ccc(C(=O)N[C@@]34CCO[C@@H]3COC(=O)C4)cc2)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cccc(Cc2cccc(C=NNc3ccc(N(O)O)cc3)c2)c1C,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0
Cc1cccc(Cn2c(=O)cc(Cc3ccc4ccccc4c3)[nH]c2=O)c1,['cdk5_activator_p25iface'],['CDK5'],1,0.0,1.0,0.0
Cc1cccc(Cn2c(OP(=O)(O)O)nc3c(C)c(C)ccc32)n1,['dusp1_inhibitor'],['DUSP1'],1,0.0,1.0,0.0
Cc1cccc(N2CCCN(c3cccc(CN4CC[C@H](CO)C4=O)c3)CC2=O)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cccc(N=C2N=c3ccc(C=CNCc4ccccc4)cc3=[S+]2)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cccc(N=Nc2n[nH]c(=NN=O)nc2ONC2=NC=CNC=C2)c1,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
Cc1cccc(NC(=O)C2COC3C4OC(O)(C34)N3C(C)C(C)C(CO)CC23)c1O,['pak4_activator_alphaC'],['PAK4'],1,0.0,1.0,0.0
Cc1cccc(NC(=S)Nc2ccc(N(C)C(=O)c3cccnc3)cc2)c1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0
Cc1cccc(NC(O)=Nc2cccc(C=Cc3ccc(OCc4ccccc4)c(N)c3)c2)c1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0
Cc1cccc(NC2CCN(CCC[n+]3ccnc4ncccc43)C2)[nH+]1,['rock1_inhibitor_atp'],['ROCK1'],1,0.0,0.0,1.0
Cc1cccc(OC(=CN2CCN(C)CC2)c2ccc3nc(O)ccc3c2)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cccc(OCCNC(=O)N[C@H]2CCC(=O)N(N=Cc3ccccc3)C2)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cccc(Oc2ccc(CN=C(CO)Cc3c[nH]c4ccccc4c3=O)cc2)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cccc(S(=O)(=O)Nc2ccc(NC(=O)c3ccccc3)cc2)c1F,['cdk5_activator_p25iface'],['CDK5'],1,0.0,1.0,0.0
Cc1cccc2[nH+]c(C)c(C3=Nc4ccnc5cccc(c45)N3)c-2c1,['jak2_inhibitor'],['JAK2'],1,0.0,0.0,1.0
Cc1cccc2c(-c3ccc4ncnc(N5CCNCC5)c4c3)ncnc12,['mtor_inhibitor'],['mTOR'],1,0.0,0.0,1.0
Cc1cccc2c(C(=O)N(C)C)c3c(nc12)-c1cccc2nccc-3c12,['limk2_atp_inhibitor'],['LIMK2'],1,0.0,0.0,1.0
Cc1cccc2c1-c1ccc(cc1)N1CC[C@@H](CCc3cccnc3C=NC2)C1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1cccc2c1-c1nc(Nc3ccccc3)[nH+]c(Nc3cccc[nH+]3)[n+]1C2=O,['mtor_inhibitor'],['mTOR'],1,0.0,0.0,1.0
Cc1cccc2c1CNC1=C3C=CC=C3c3c1c-2nc1ccccc31,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cccc2c1Nc1ccc3c(c1)C1=C(C=CC1=N3)NC(=O)CC[C@H](C(=O)O)NC2=O,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1cccc2c1Nc1ccnc3ccc(Nc4cccc(C(O)=NO)c4)c-2c13,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1cccc2c1[C@@H]1C(=NC(CCC(=O)OCc3ccccc3)=C1C(=O)O)[C@H]2O,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cccc2c1[nH+]cn2C(O)=NCC1CC=C2C(C=C3C=CNC=N3)CCC21,['rock2_activator_alphaC'],['ROCK2'],1,1.0,0.0,0.0
Cc1cccc2c1ccc1c2c2ccccc2n2c3cccc(C(=O)O)c3nc12,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1cccc2c1cnc1cc(Nc3ccnc4c3c(=O)n(C)c(=O)n4C)ccc12,['mtor_inhibitor'],['mTOR'],1,0.0,0.0,1.0
Cc1cccc2c1nc(C(=O)C#Cc1cccnc1)n1c3ccccc3nc21,['mtor_inhibitor'],['mTOR'],1,0.0,0.0,1.0
Cc1cccc2c3c(F)[nH]c4occc4c3c3c4c(nc1c42)[C@@H]1CCNC[C@H]1C3,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cccc2cc3c(nc12)c1ccccc1c(=O)n3[C@@H]1CCCNCC1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1cccc2cc[nH+]cc12.O=C(O)C1Cc2c([nH]c3ccccc23)[C@H]2CCC[C@@H]12,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cccc2nc([C@@H](CCC(=O)O)c3ccccc3)c(-c3cccnc3O)c-2c1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1cccc2nc3c(-c4cc[n+](O)cc4)cc(C(=O)O)cc3[nH+]c12,['dusp1_inhibitor'],['DUSP1'],1,0.0,1.0,0.0
Cc1ccccc1-c1c(CCOc2ccc3ncccc3[nH+]2)[nH]c2ccccc12,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1ccccc1C(=O)N1CCC(NC(=O)NC2CCN(C)CC2)CC1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1ccccc1CCN(C)CC(=O)NCCn1cnc([C@H](O)Nc2ccccc2)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1ccccc1CCNC1=Nc2ccccc2N=C(c2ccc[nH+]c2)N1,['hdac2_inhibitor'],['HDAC2'],1,0.0,1.0,0.0
Cc1ccccc1CN1Cc2cnc(N)nc2[C@H]2CN(c3ccccc3)CC[C@@H]21,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1ccccc1CNCCN1CCCN(c2ccc(C(N)=O)c3cc[nH]c23)CC1,['rock1_inhibitor_atp'],['ROCK1'],1,0.0,0.0,1.0
Cc1ccccc1CNCc1cccc(NC(=O)Nc2c(F)ccc(F)c2F)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1ccccc1N1CC(CCn2cnc(N)c3ncnc2-3)C(OP(=O)(O)O)C1,['dusp1_inhibitor'],['DUSP1'],1,0.0,1.0,0.0
Cc1ccccc1N1CCN(C(O)=Nc2cccc3cccnc23)CC1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1ccccc1NS(=O)(=O)N1CCCC1,['perp_genmol_hop'],['PERP'],1,1.0,0.0,0.0
Cc1ccccc1Nc1cnnc(C=[N+]=NN=NC=Cc2ccccc2)c1,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
Cc1ccccc2c(C(=O)N[C@H](C)C(=O)NC(=O)N3CCN4CCC[C@H]4C3)cnc1-2,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1ccnc2ccccc12.OCC(CCN=C1NCCCN1)c1ccco1,['limk1_activator_alphaC'],['LIMK1'],1,0.0,1.0,0.0
Cc1cn(C[N+](C)(C)CCO)nc1N1C=NC2=CC3=C(C=CC2=C1)OCO3,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cn2c(=O)c3c(O)c4ccccc4[nH]c-3c2c(-c2ccccc2)[nH+]1,['mtor_inhibitor'],['mTOR'],1,0.0,0.0,1.0
Cc1cn2c3nc(=O)c4ccccc4nc3c3c2n1[C@@H](c1ccccc1)SCC3,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cn2cc(-c3cc(=O)n4cc(C=O)ccc4n3)cc(F)c2n1,['smn2_splice_genmol_hop'],['SMN2'],1,1.0,0.0,0.0
Cc1cn2cc(-c3cc(=O)n4cc(CCC[NH+]=O)ccc4n3)cc(F)c2n1,['smn2_splice_genmol_hop'],['SMN2'],1,1.0,0.0,0.0
Cc1cn2cc(-c3cc(=O)n4cc(CO)ccc4n3)cc(F)c2n1,['smn2_splice_genmol_hop'],['SMN2'],1,1.0,0.0,0.0
Cc1cn2cc(-c3cc(=O)n4cc(N)ccc4n3)cc(F)c2n1,['smn2_splice_genmol_hop'],['SMN2'],1,1.0,0.0,0.0
Cc1cn2cc(-c3cc(=O)n4cc(O)ccc4n3)cc(F)c2n1,['smn2_splice_genmol_hop'],['SMN2'],1,1.0,0.0,0.0
Cc1cn2cc(-c3cc(=O)n4cc(OCC5CCO5)ccc4n3)cc(F)c2n1,['smn2_splice_genmol_hop'],['SMN2'],1,1.0,0.0,0.0
Cc1cn2cc(-c3cc(=O)n4cc(S)ccc4n3)cc(F)c2n1,['smn2_splice_genmol_hop'],['SMN2'],1,1.0,0.0,0.0
Cc1cn2cc(-c3cc(=O)n4ccccc4n3)cc(F)c2n1,['smn2_splice_genmol_hop'],['SMN2'],1,1.0,0.0,0.0
Cc1cn2cc(-c3cc4ccc(N5CCN(O)[C@@H](C)C5)cc4oc3=O)nc2c(C)n1,['smn2_splice_genmol_hop'],['SMN2'],1,1.0,0.0,0.0
Cc1cn2cc(-c3cc4ccc(N5CCN[C@@H](C)C5)cc4oc3=O)nc2c(C)n1,['smn2_splice_genmol_hop'],['SMN2'],1,1.0,0.0,0.0
Cc1cn2cc(C(C)N3CCN(C)CC3)cc(F)c2n1,['smn2_splice_genmol_hop'],['SMN2'],1,1.0,0.0,0.0
Cc1cn2cc(CN3CCN(C)CC3)cc(F)c2n1,['smn2_splice_genmol_hop'],['SMN2'],1,1.0,0.0,0.0
Cc1cn2cc(NCN3CCN(C)CC3)cc(F)c2n1,['smn2_splice_genmol_hop'],['SMN2'],1,1.0,0.0,0.0
Cc1cn2nc(-c3cc(=O)n4cc(C5CCC[NH2+]C5)cc(C)c4n3)cc2c(C)n1,['smn2_splice_genmol_hop'],['SMN2'],1,1.0,0.0,0.0
Cc1cn2nc(-c3cc(=O)n4cc(C5CCN(C6=C[NH+]=C6)CC5)cc(C)c4n3)cc2c(C)n1,['smn2_splice_genmol_hop'],['SMN2'],1,1.0,0.0,0.0
Cc1cn2nc(-c3cc(=O)n4cc(C5CCNCC5)cc(C)c4n3)cc2c(C)n1,['smn2_splice_genmol_hop'],['SMN2'],1,1.0,0.0,0.0
Cc1cnc(=O)n(CN(O)[C@H]2O[C@@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]2O)n1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1cnc(=O)n([C@@H]2O[C@H](c3ccccc3)[C@H](OP(=O)(O)O)[C@H]3O[C@H]32)c1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1cnc(N)c2nc(N3c4ccccc4CC3COP(=O)(O)O)nc-2n1,['dusp1_inhibitor'],['DUSP1'],1,0.0,1.0,0.0
Cc1cnc(Nc2cc(C(=O)NC3=NC4=C(CC[C@H](O)C4)C3)ccc2O)s1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1cnc(Nc2nonc2-c2ccc(-c3ncccn3)cc2)c(NCC(=O)O)c1,['dusp1_inhibitor'],['DUSP1'],1,0.0,1.0,0.0
Cc1cnn(Cc2ccc(NC(=O)NCCCNCc3ccccc3)cc2)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1n[nH]c(-c2cc3cccccc-3c2)c1-c1ccc(S(N)(=O)=O)cc1,['cdk5_activator_p25iface'],['CDK5'],1,0.0,1.0,0.0
Cc1n[nH]cc1-c1cccc(C(=O)[C@@H](c2ccccc2)N(C)Cc2ccccc2)c1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1nc(-c2cc(C=C(O)N=C3N=c4ccccc4=[S+]3)c3ccccc3n2)no1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1nc(-c2ccc(CO)nc2)cc(N2C[C@H](c3cccc(C(=O)O)c3)CC[C@@H]2C)n1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1nc(-c2ccccc2)c2cc([C@@H](CC(=O)O)c3ncno3)ccc2n1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1nc(N)nn2c(=O)n(-c3ccc4ccccc4c3)c(C)c12,['mtor_inhibitor'],['mTOR'],1,0.0,0.0,1.0
Cc1nc(N2CCc3cnccc3C2)ccc1-c1cccc(Nc2ccccc2)c1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1nc2[nH]cc(C(=O)Nc3ccccc3)cc-2c1CCCc1cn[nH]c1,['pak1_activator_alphaC'],['PAK1'],1,0.0,1.0,0.0
Cc1nc2[nH]cc(C[C@H]3Nc4ccccc4-c4nn[nH]c43)c2cc1-c1ccccc1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1nc2c(-c3cncnc3N3CCNCC3)nccc2c2nc(O)cnc12,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1nc2c(C)cccc2c(CN(C)Cc2ccccc2)c1C(=O)O,['jak2_inhibitor'],['JAK2'],1,0.0,0.0,1.0
Cc1nc2c(CO)cccc2n1C1=CC=C2C(=CC(C(=O)O)=C2N)C1=O,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1nc2c(N)ncnc2c2nn(-c3ccc(-c4ccccc4)cc3)c(COP(=O)(O)O)c12,['dusp1_inhibitor'],['DUSP1'],1,0.0,1.0,0.0
Cc1nc2c(OCc3ccccc3NC=NNC3CCC(=O)C3O)cccc2[nH]1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0
Cc1nc2c(cc(=O)c1O)oc1ccc(COc3ccccc3)c(O)c12,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
Cc1nc2c(nc(=NC3CCNCC3)nc3ccccc32)c2c1-c1ccccc1C2=O,['hdac2_inhibitor'],['HDAC2'],1,0.0,1.0,0.0
Cc1nc2c3c([C@@H](C)NC(=O)CCCCC(O)O)cccc3nc-2c(C)[nH]1,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
Cc1nc2cc(CC3CCCN(c4cc(O)nc5ccc(O)cc45)C3)ccc2o1,['agrin_lg3_modulator'],['AGRIN'],1,1.0,0.0,0.0
Cc1nc2cc([N+](=O)O)ccc2c2c1C(=O)c1c(c(=O)oc3ccccc13)C2,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1nc2cc3ccccc3cc2c(N=C(O)c2cccc(S(=O)(=O)O)c2)c1C,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1nc2ccc3oc(=O)c4[nH]nnc4c3c2n1CCc1cc(O)[nH+]c2ccccc12,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1nc2ccccc2n1[C@@H](Cc1ccccc1)C(=O)N(C)CCc1ccccc1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1nc2ccccc2n2c1cc1c2sc2nc(=O)c3ccccc3n21,['pak1_activator_alphaC'],['PAK1'],1,0.0,1.0,0.0
Cc1nc2cccccc-2n1.O=C(O)NNC=C1CC2=CC=CCC2C1,['limk1_activator_alphaC'],['LIMK1'],1,0.0,1.0,0.0
Cc1nc2nc3ccccc3nc3c-2c1[C@@H](N1CCCCCC1)C(=O)N(C)C3,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1nc2ncnc3c2nc1-c1cccn1Cc1ccccc1N[C@H]1CCN3C1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1nc[nH+]c(-c2cc(-c3ccc4c(=O)[nH]ncc4c3)cc[nH+]2)c1C,['jak2_inhibitor'],['JAK2'],1,0.0,0.0,1.0
Cc1nc[nH]c2c(Cc3nc(N=Cc4ccccc4)cc([N+](=O)O)n3)cnc1-2,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
Cc1ncc(-c2cc(=O)n(C)cn2)c2nc(Nc3ccccc3)ccc12,['hdac2_inhibitor'],['HDAC2'],1,0.0,1.0,0.0
Cc1ncc(-c2cc(COc3cc(C(=O)O)ccc3OCCO)ccn2)cn1,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
Cc1ncc(-c2nc(NC(=O)O)[nH]c2-c2ccccc2)c(-c2ccccc2)[nH+]1,['dusp1_inhibitor'],['DUSP1'],1,0.0,1.0,0.0
Cc1ncc2c(C(=O)N3CCCNCC3)cn(Cc3ccc(F)cc3)c2n1,['jak2_inhibitor'],['JAK2'],1,0.0,0.0,1.0
Cc1ncc2c(c1-n1cnc(-c3ccc(C(=O)O)cc3)c1)CCC2,['cdk5_activator_p25iface'],['CDK5'],1,0.0,1.0,0.0
Cc1ncc2c(n1)NC(C(CNCc1ccccc1)COP(=O)(O)O)=CN=C2,['dusp1_inhibitor'],['DUSP1'],1,0.0,1.0,0.0
Cc1ncc2c(ncc3c2cc(C(O)NCCc2ccccc2)c2nccn23)n1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1ncc2c3cc(ccc13)C(=O)c1ccc3cccc(c3c1)OCCCC2,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1nccc2c1C=CC=CC1=C2C(=O)[C@H]2[C@@H](CO)[C@H](C(=O)OCc3cscn3)C[C@@H]12,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1nccn1CC(=O)Nc1cc(C(=O)Nc2ccccc2)nc2ccccc12,['perp_pocket3_alphaC'],['PERP'],1,1.0,0.0,0.0
Cc1nccn1Cc1ccc(N2CC[C@@H](Cn3cc(-c4ccoc4)cn3)C2)cc1F,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1ncnc(C2CN(c3cccc4ccccc34)CC2COP(=O)(O)O)c1C,['dusp1_inhibitor'],['DUSP1'],1,0.0,1.0,0.0
Cc1ncnc2c1nc(NC1=NC=C(N=N)C1)n2[C@@H]1CCN2CCC1CC2,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
Cc1ncnc2c1ncn1c(C3CCCc4nc(-c5cncc(F)c5)ncc43)cnc21,['cfl1_stabilizer'],['CFL1'],1,0.0,1.0,0.0
Cc1nn(CCc2ccccc2)cc1N=c1nc(C2=CCCCC2)nc[nH]1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1nn(CNCc2ccccc2)c2[nH+]c3ccc(C)[n+]4c3c(c12)-c1ccccc1-4,['limk2_atp_inhibitor'],['LIMK2'],1,0.0,0.0,1.0
Cc1nn2c(C)cc([C@@H]3CC[C@]4(C)C(=O)N(C)C[C@H]34)nc2c1CCC(=N)O,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1nnc(-c2ccc3ccccc3c2)n1C[C@H](N)C(=O)Nc1cccs1,['limk2_atp_inhibitor'],['LIMK2'],1,0.0,0.0,1.0
Cc1nnc(Cn2cc(CCNC(O)=Nc3cccc4nccnc34)nn2)o1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1nnc(N2C(=O)[C@H]3COc4ccccc4[C@H]3Nc3cccnc3C[C@@H]2C)s1,['limk2_atp_inhibitor'],['LIMK2'],1,0.0,0.0,1.0
Cc1nnc2nc3sc4c(c3nn12)=Cc1ccc(-c2ccccc2)cc1N=CC=4,['mtor_inhibitor'],['mTOR'],1,0.0,0.0,1.0
Cc1nnn(-c2cccc(C=NCc3ccc(-c4ccncc4F)cc3)n2)n1,['jak2_inhibitor'],['JAK2'],1,0.0,0.0,1.0
Cc1o[nH+]c(-c2ccc3[nH]ccc3c2)c1C(=O)NCCNS(C)(=O)=O,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1oc(-c2ccccc2)c(Cc2ccc(O)c(O)c2)c1C=NCc1ccccc1,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cc1oc(-c2coc(-c3cc(=O)n4c(n3)N(C)CC4)c2)cc1C(=O)Nc1ccccc1,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
Cc1oc2cc(C(=O)O)cc3cc4c([n+]1c32)=NC=C(Cc1c[nH+]n(C)c1)c1ccccc1-4,['mtor_inhibitor'],['mTOR'],1,0.0,0.0,1.0
Cc1onc(NCc2cnccn2)c1C(=O)NC=COc1cnc2ccccc2c1,['limk2_atp_inhibitor'],['LIMK2'],1,0.0,0.0,1.0
Cc1sc(C=C2NN=C(CSCc3[nH+]c(COc4ccccc4)no3)O2)c(C)c1C,['musk_activator_alphaC'],['MuSK'],1,1.0,0.0,0.0
ClC1CCC=C2C=CCC21.O=C1C2C=CC=CC2=NN1CNCC1CCCO1,['limk1_activator_alphaC'],['LIMK1'],1,0.0,1.0,0.0
ClC1CCCC2NC(CNC3CCN(c4cccnc4)C3)NCC12,['rock2_activator_alphaC'],['ROCK2'],1,1.0,0.0,0.0
Clc1ccc(N2CCNC(c3cccnc3-c3ccccc3)C2)nc1,['hdac2_inhibitor'],['HDAC2'],1,0.0,1.0,0.0
Clc1ccc2c(n1)NC(NC1CCCc3c(nc4ccncnc3-4)C1)C2,['rock2_activator_alphaC'],['ROCK2'],1,1.0,0.0,0.0
Clc1cnc2[nH+]c3c(nc2c1)-n1[nH]cc1C[C@@H](C1=Cc2cccc4cccc1c24)CCN3,['mdm2_activator'],['MDM2'],1,1.0,0.0,0.0
Cn1[nH+]ccc1-c1nc(CCC2CCN(c3ccccc3)CC2)n[nH]1,['dok7_binder'],['DOK7'],1,1.0,0.0,0.0
Cn1c(-c2c(-c3c[nH]c4ccccc34)n[nH]c2[SH](=O)(O)O)[nH+]c2ccccc21,['dusp1_inhibitor'],['DUSP1'],1,0.0,1.0,0.0
Cn1c(-c2cc[nH+]c3ccccc23)cc2c3cnc4cccc[n+](c(=O)c21)c43,['mtor_inhibitor'],['mTOR'],1,0.0,0.0,1.0
